index,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,p_value,bonferonni_corrected_p_value,phenotype
GO:0000077,"ENSG00000113456,ENSG00000104320,ENSG00000092853,ENSG00000171792,ENSG00000183765,ENSG00000149311,ENSG00000048028","RAD1,NBN,CLSPN,RHNO1,CHEK2,ATM,USP28",biological_process,DNA damage checkpoint,11,7,31,0.000122706366777,0.0514139676797,iPSC
GO:0018105,"ENSG00000198793,ENSG00000159256,ENSG00000092853,ENSG00000253729,ENSG00000013441,ENSG00000104814,ENSG00000149311","MTOR,MORC3,CLSPN,PRKDC,CLK1,MAP4K1,ATM",biological_process,peptidyl-serine phosphorylation,11,7,63,0.000122706366777,0.0514139676797,iPSC
GO:0006508,"ENSG00000166562,ENSG00000121644,ENSG00000079387,ENSG00000184903,ENSG00000109861,ENSG00000138794,ENSG00000136758,ENSG00000117335,ENSG00000125703,ENSG00000089123,ENSG00000164062,ENSG00000185515,ENSG00000108039,ENSG00000164024,ENSG00000100600,ENSG00000148950,ENSG00000175193,ENSG00000134900,ENSG00000078618,ENSG00000123213,ENSG00000124356,ENSG00000168397,ENSG00000255439,ENSG00000102910,ENSG00000140612,ENSG00000137845","SEC11C,DESI2,SENP1,IMMP2L,CTSC,CASP6,YME1L1,CD46,ATG4C,TASP1,APEH,BRCC3,XPNPEP1,METAP1,LGMN,IMMP1L,PARL,TPP2,NRD1,NLN,STAMBP,ATG4B,RP11-196G11.1,LONP2,SEC11A,ADAM10",biological_process,proteolysis,73,26,537,0.000125647984534,0.0526465055197,iPSC
GO:0006281,"ENSG00000104320,ENSG00000151657,ENSG00000085999,ENSG00000123562,ENSG00000174371,ENSG00000115392,ENSG00000085224,ENSG00000051180,ENSG00000106268,ENSG00000020922,ENSG00000070501,ENSG00000048392,ENSG00000005156,ENSG00000132383,ENSG00000113456,ENSG00000049167,ENSG00000092853,ENSG00000169689,ENSG00000148153,ENSG00000163029,ENSG00000149311,ENSG00000070950,ENSG00000077721,ENSG00000189046,ENSG00000185480,ENSG00000104343,ENSG00000073050,ENSG00000100823,ENSG00000012048,ENSG00000129197,ENSG00000116750,ENSG00000049541,ENSG00000048028,ENSG00000012061,ENSG00000144231,ENSG00000147140,ENSG00000253729,ENSG00000248643,ENSG00000111247,ENSG00000157212,ENSG00000131778,ENSG00000181544,ENSG00000042088","NBN,KIN,RAD54L,MORF4L2,EXO1,FANCL,ATRX,RAD51,NUDT1,MRE11A,POLB,RRM2B,LIG3,RPA1,RAD1,ERCC8,CLSPN,STRA13,INIP,SMC6,ATM,RAD18,UBE2A,ALKBH2,PARPBP,UBE2W,XRCC1,APEX1,BRCA1,RPAIN,UCHL5,RFC2,USP28,ERCC1,POLR2D,NONO,PRKDC,RBM14-RBM4,RAD51AP1,PAXIP1,CHD1L,FANCB,TDP1",biological_process,DNA repair,141,43,341,0.000139546918354,0.0584701587905,iPSC
GO:0007275,"ENSG00000120669,ENSG00000038427,ENSG00000078246,ENSG00000125954,ENSG00000141510,ENSG00000165588,ENSG00000158161,ENSG00000177479,ENSG00000116678,ENSG00000138778,ENSG00000121570,ENSG00000118482,ENSG00000068878,ENSG00000006652,ENSG00000258289,ENSG00000125686,ENSG00000165209,ENSG00000111752,ENSG00000257103","SOHLH2,VCAN,TULP3,CHURC1-FNTB,TP53,OTX2,EYA3,ARIH2,LEPR,CENPE,DPPA4,PHF3,PSME4,IFRD1,CHURC1,MED1,STRBP,PHC1,LSM14A",biological_process,multicellular organismal development,48,19,564,0.000143561611039,0.0601523150253,iPSC
GO:0016568,"ENSG00000158019,ENSG00000204256,ENSG00000258315,ENSG00000204463,ENSG00000198586,ENSG00000141027,ENSG00000171988,ENSG00000181090,ENSG00000177565,ENSG00000123562,ENSG00000171720,ENSG00000099991","BRE,BRD2,C17orf49,BAG6,TLK1,NCOR1,JMJD1C,EHMT1,TBL1XR1,MORF4L2,HDAC3,CABIN1",biological_process,chromatin modification,25,12,124,0.000145753279975,0.0610706243095,iPSC
GO:0006357,"ENSG00000204256,ENSG00000165588,ENSG00000171056,ENSG00000112983,ENSG00000139546,ENSG00000196235,ENSG00000153922,ENSG00000160199,ENSG00000104064,ENSG00000173473,ENSG00000173575,ENSG00000108946,ENSG00000116455,ENSG00000141027,ENSG00000012048,ENSG00000115966,ENSG00000124641,ENSG00000197905,ENSG00000148737,ENSG00000124831,ENSG00000213246,ENSG00000166164,ENSG00000125686,ENSG00000140262,ENSG00000139613","BRD2,OTX2,SOX7,BRD8,TARBP2,SUPT5H,CHD1,PKNOX1,GABPB1,SMARCC1,CHD2,PRKAR1A,WDR77,NCOR1,BRCA1,ATF2,MED20,TEAD4,TCF7L2,LRRFIP1,SUPT4H1,BRD7,MED1,TCF12,SMARCC2",biological_process,regulation of transcription from RNA polymerase II promoter,70,25,327,0.000153874966312,0.0644736108849,iPSC
GO:0016567,"ENSG00000144848,ENSG00000103363,ENSG00000122550,ENSG00000132716,ENSG00000109046,ENSG00000100814,ENSG00000165501,ENSG00000180008,ENSG00000258465,ENSG00000115760,ENSG00000070950,ENSG00000135679,ENSG00000081154,ENSG00000012048,ENSG00000213186,ENSG00000105879,ENSG00000166295,ENSG00000156831,ENSG00000114125,ENSG00000135108,ENSG00000141552,ENSG00000033178,ENSG00000112130","ATG3,TCEB2,KLHL7,DCAF8,WSB1,CCNB1IP1,LRR1,SOCS4,DCAF8,BIRC6,RAD18,MDM2,PCNP,BRCA1,TRIM59,CBLL1,ANAPC16,NSMCE2,RNF7,FBXO21,ANAPC11,UBA6,RNF8",biological_process,protein ubiquitination,63,23,308,0.000173818511639,0.0728299563769,iPSC
GO:0010243,"ENSG00000008394,ENSG00000129596,ENSG00000109107,ENSG00000100823,ENSG00000169398,ENSG00000112972","MGST1,CDO1,ALDOC,APEX1,PTK2,HMGCS1",biological_process,response to organic nitrogen,9,6,34,0.000175774108583,0.0736493514963,iPSC
GO:0006469,"ENSG00000108946,ENSG00000135549,ENSG00000084207,ENSG00000213066,ENSG00000168734,ENSG00000139546","PRKAR1A,PKIB,GSTP1,FGFR1OP,PKIG,TARBP2",biological_process,negative regulation of protein kinase activity,9,6,68,0.000175774108583,0.0736493514963,iPSC
GO:0001843,"ENSG00000078246,ENSG00000121897,ENSG00000198836,ENSG00000140463,ENSG00000204138,ENSG00000154380","TULP3,LIAS,OPA1,BBS4,PHACTR4,ENAH",biological_process,neural tube closure,9,6,69,0.000175774108583,0.0736493514963,iPSC
GO:0007243,"ENSG00000119185,ENSG00000141380,ENSG00000135250,ENSG00000104814,ENSG00000211455,ENSG00000071054","ITGB1BP1,SS18,SRPK2,MAP4K1,STK38L,MAP4K4",biological_process,intracellular protein kinase cascade,9,6,100,0.000175774108583,0.0736493514963,iPSC
GO:0008284,"ENSG00000169714,ENSG00000115760,ENSG00000075711,ENSG00000116455,ENSG00000097046,ENSG00000133703,ENSG00000132698,ENSG00000198625,ENSG00000113161,ENSG00000257365,ENSG00000169398,ENSG00000077721,ENSG00000213066,ENSG00000135250,ENSG00000124356,ENSG00000151465,ENSG00000164649,ENSG00000137845,ENSG00000132383,ENSG00000095059,ENSG00000135679","CNBP,BIRC6,DLG1,WDR77,CDC7,KRAS,RAB25,MDM4,HMGCR,FNTB,PTK2,UBE2A,FGFR1OP,SRPK2,STAMBP,CDC123,CDCA7L,ADAM10,RPA1,DHPS,MDM2",biological_process,positive regulation of cell proliferation,56,21,455,0.000190823634143,0.0799551027059,iPSC
GO:0030900,"ENSG00000085224,ENSG00000165588,ENSG00000084234,ENSG00000133961","ATRX,OTX2,APLP2,NUMB",biological_process,forebrain development,5,4,83,0.000206689999339,0.0866031097229,iPSC
GO:0006515,"ENSG00000136758,ENSG00000258677,ENSG00000102910,ENSG00000104343","YME1L1,RP11-463D19.2,LONP2,UBE2W",biological_process,misfolded or incompletely synthesized protein catabolic process,5,4,10,0.000206689999339,0.0866031097229,iPSC
GO:0043982,"ENSG00000139620,ENSG00000163875,ENSG00000025293,ENSG00000136504","KANSL2,MEAF6,PHF20,KAT7",biological_process,histone H4-K8 acetylation,5,4,16,0.000206689999339,0.0866031097229,iPSC
GO:0043981,"ENSG00000139620,ENSG00000163875,ENSG00000025293,ENSG00000136504","KANSL2,MEAF6,PHF20,KAT7",biological_process,histone H4-K5 acetylation,5,4,16,0.000206689999339,0.0866031097229,iPSC
GO:0071479,"ENSG00000141510,ENSG00000114346,ENSG00000113456,ENSG00000171792","TP53,ECT2,RAD1,RHNO1",biological_process,cellular response to ionizing radiation,5,4,20,0.000206689999339,0.0866031097229,iPSC
GO:0032313,"ENSG00000036054,ENSG00000152061,ENSG00000121749,ENSG00000145979","TBC1D23,RABGAP1L,TBC1D15,TBC1D7",biological_process,regulation of Rab GTPase activity,5,4,59,0.000206689999339,0.0866031097229,iPSC
GO:0060271,"ENSG00000140463,ENSG00000119977,ENSG00000122545,ENSG00000116747,ENSG00000123607","BBS4,TCTN3,SEPT7,TROVE2,TTC21B",biological_process,cilium morphogenesis,7,5,46,0.000223215011355,0.0935270897578,iPSC
GO:0006400,"ENSG00000090861,ENSG00000203791,ENSG00000037897,ENSG00000258539,ENSG00000151576","AARS,METTL10,METTL1,RP11-12J10.3,QTRTD1",biological_process,tRNA modification,7,5,12,0.000223215011355,0.0935270897578,iPSC
GO:0006338,"ENSG00000196235,ENSG00000124177,ENSG00000153922,ENSG00000213246,ENSG00000048649,ENSG00000152455,ENSG00000173473,ENSG00000131778,ENSG00000171634,ENSG00000102038,ENSG00000139613","SUPT5H,CHD6,CHD1,SUPT4H1,RSF1,SUV39H2,SMARCC1,CHD1L,BPTF,SMARCA1,SMARCC2",biological_process,chromatin remodeling,23,11,64,0.000253172243521,0.106079170035,iPSC
GO:0000122,"ENSG00000121481,ENSG00000033800,ENSG00000166200,ENSG00000181090,ENSG00000164751,ENSG00000196235,ENSG00000088305,ENSG00000198625,ENSG00000168734,ENSG00000171720,ENSG00000197372,ENSG00000135679,ENSG00000082898,ENSG00000171634,ENSG00000141027,ENSG00000177565,ENSG00000171681,ENSG00000119772,ENSG00000148737,ENSG00000113649,ENSG00000213246,ENSG00000141510,ENSG00000168214,ENSG00000101040,ENSG00000125686,ENSG00000178028","RNF2,PIAS1,COPS2,EHMT1,PEX2,SUPT5H,DNMT3B,MDM4,PKIG,HDAC3,ZNF675,MDM2,XPO1,BPTF,NCOR1,TBL1XR1,ATF7IP,DNMT3A,TCF7L2,TCERG1,SUPT4H1,TP53,RBPJ,ZMYND8,MED1,DMAP1",biological_process,negative regulation of transcription from RNA polymerase II promoter,76,26,571,0.000272120760434,0.114018598622,iPSC
GO:0008380,"ENSG00000170144,ENSG00000162664,ENSG00000173933,ENSG00000165630,ENSG00000197111,ENSG00000092208,ENSG00000153187,ENSG00000134186,ENSG00000003756,ENSG00000147140,ENSG00000141759,ENSG00000182004,ENSG00000075292,ENSG00000104413,ENSG00000114503,ENSG00000136937,ENSG00000122566,ENSG00000133226,ENSG00000132485,ENSG00000117360,ENSG00000125944,ENSG00000131051,ENSG00000128739,ENSG00000125676,ENSG00000144231,ENSG00000213516,ENSG00000205937,ENSG00000138668,ENSG00000189091,ENSG00000185246,ENSG00000135250,ENSG00000179950,ENSG00000248643,ENSG00000160201,ENSG00000125351,ENSG00000153914,ENSG00000100320,ENSG00000169045,ENSG00000119314,ENSG00000099783,ENSG00000092199","HNRNPA3,ZNF326,RBM4,PRPF18,PCBP2,GEMIN2,HNRNPU,PRPF38B,RBM5,NONO,TXNL4A,SNRPE,ZNF638,ESRP1,NCBP2,NCBP1,HNRNPA2B1,SRRM1,ZRANB2,PRPF3,HNRNPR,RBM39,SNRPN,THOC2,POLR2D,RBMXL1,RNPS1,HNRNPD,SF3B3,PRPF39,SRPK2,PUF60,RBM14-RBM4,U2AF1,UPF3B,SREK1,RBFOX2,HNRNPH1,PTBP3,HNRNPM,HNRNPC",biological_process,RNA splicing,137,41,268,0.000300927734473,0.126088720744,iPSC
GO:0045739,"ENSG00000049167,ENSG00000158019,ENSG00000185515,ENSG00000158161,ENSG00000100823,ENSG00000012048,ENSG00000112130","ERCC8,BRE,BRCC3,EYA3,APEX1,BRCA1,RNF8",biological_process,positive regulation of DNA repair,12,7,24,0.000308782143739,0.129379718227,iPSC
GO:0007265,"ENSG00000148484,ENSG00000141510,ENSG00000133703,ENSG00000108061,ENSG00000138757,ENSG00000064490,ENSG00000138592","RSU1,TP53,KRAS,SHOC2,G3BP2,RFXANK,USP8",biological_process,Ras protein signal transduction,12,7,81,0.000308782143739,0.129379718227,iPSC
GO:0000086,"ENSG00000183765,ENSG00000121774,ENSG00000074054,ENSG00000147601,ENSG00000175203,ENSG00000078674,ENSG00000165304,ENSG00000164162,ENSG00000128989,ENSG00000138107,ENSG00000143420,ENSG00000137814,ENSG00000213066,ENSG00000142731,ENSG00000166037,ENSG00000077380","CHEK2,KHDRBS1,CLASP1,TERF1,DCTN2,PCM1,MELK,ANAPC10,ARPP19,ACTR1A,ENSA,HAUS2,FGFR1OP,PLK4,CEP57,DYNC1I2",biological_process,G2/M transition of mitotic cell cycle,40,16,126,0.000337943408647,0.141598288223,iPSC
GO:0019886,"ENSG00000121621,ENSG00000166847,ENSG00000138674,ENSG00000175203,ENSG00000141447,ENSG00000163808,ENSG00000142945,ENSG00000138107,ENSG00000100600,ENSG00000137807,ENSG00000152700,ENSG00000138778,ENSG00000077380","KIF18A,DCTN5,SEC31A,DCTN2,OSBPL1A,KIF15,KIF2C,ACTR1A,LGMN,KIF23,SAR1B,CENPE,DYNC1I2",biological_process,antigen processing and presentation of exogenous peptide antigen via MHC class II,30,13,159,0.000351565953851,0.147306134664,iPSC
GO:0051607,"ENSG00000188313,ENSG00000186141,ENSG00000241258,ENSG00000197111,ENSG00000055332,ENSG00000126581,ENSG00000244509,ENSG00000119927","PLSCR1,POLR3C,CRCP,PCBP2,EIF2AK2,BECN1,APOBEC3C,GPAM",biological_process,defense response to virus,15,8,150,0.000395783865589,0.165833439682,iPSC
GO:0007283,"ENSG00000168092,ENSG00000119772,ENSG00000033800,ENSG00000204463,ENSG00000184903,ENSG00000112592,ENSG00000204256,ENSG00000121989,ENSG00000120669,ENSG00000163923,ENSG00000075151,ENSG00000131773,ENSG00000005156,ENSG00000070950,ENSG00000114374,ENSG00000068878,ENSG00000012061","PAFAH1B2,DNMT3A,PIAS1,BAG6,IMMP2L,TBP,BRD2,ACVR2A,SOHLH2,RPL39L,EIF4G3,KHDRBS3,LIG3,RAD18,USP9Y,PSME4,ERCC1",biological_process,spermatogenesis,44,17,367,0.000401608046251,0.168273771379,iPSC
GO:0046777,"ENSG00000055332,ENSG00000198793,ENSG00000169398,ENSG00000013441,ENSG00000149269,ENSG00000183765,ENSG00000149311,ENSG00000165304,ENSG00000100749","EIF2AK2,MTOR,PTK2,CLK1,PAK1,CHEK2,ATM,MELK,VRK1",biological_process,protein autophosphorylation,18,9,165,0.000436047433141,0.182703874486,iPSC
GO:0051262,"ENSG00000141510,ENSG00000087053,ENSG00000198431,ENSG00000008311,ENSG00000119929,ENSG00000113161","TP53,MTMR2,TXNRD1,AASS,CUTC,HMGCR",biological_process,protein tetramerization,10,6,30,0.000492778087136,0.20647401851,iPSC
GO:0007411,"ENSG00000118260,ENSG00000133961,ENSG00000169398,ENSG00000074054,ENSG00000075711,ENSG00000092841,ENSG00000165588,ENSG00000133703,ENSG00000155366,ENSG00000115306,ENSG00000154380,ENSG00000077254,ENSG00000149269,ENSG00000006468,ENSG00000197694,ENSG00000132670,ENSG00000099204","CREB1,NUMB,PTK2,CLASP1,DLG1,MYL6,OTX2,KRAS,RHOC,SPTBN1,ENAH,USP33,PAK1,ETV1,SPTAN1,PTPRA,ABLIM1",biological_process,axon guidance,45,17,341,0.000556063488086,0.232990601508,iPSC
GO:0030182,"ENSG00000165588,ENSG00000156475,ENSG00000166200,ENSG00000124155,ENSG00000102038","OTX2,PPP2R2B,COPS2,PIGT,SMARCA1",biological_process,neuron differentiation,8,5,115,0.000753449845608,0.31569548531,iPSC
GO:0045444,"ENSG00000148737,ENSG00000125686,ENSG00000115966,ENSG00000140463,ENSG00000169398","TCF7L2,MED1,ATF2,BBS4,PTK2",biological_process,fat cell differentiation,8,5,61,0.000753449845608,0.31569548531,iPSC
GO:0000281,"ENSG00000124356,ENSG00000138592,ENSG00000158411,ENSG00000115306,ENSG00000137804","STAMBP,USP8,MITD1,SPTBN1,NUSAP1",biological_process,cytokinesis after mitosis,8,5,14,0.000753449845608,0.31569548531,iPSC
GO:0042060,"ENSG00000257365,ENSG00000111790,ENSG00000149269,ENSG00000140416,ENSG00000127603","FNTB,FGFR1OP2,PAK1,TPM1,MACF1",biological_process,wound healing,8,5,75,0.000753449845608,0.31569548531,iPSC
GO:0045190,"ENSG00000104320,ENSG00000107371,ENSG00000112130,ENSG00000174371,ENSG00000012061","NBN,EXOSC3,RNF8,EXO1,ERCC1",biological_process,isotype switching,8,5,16,0.000753449845608,0.31569548531,iPSC
GO:0044237,"ENSG00000147383,ENSG00000072042,ENSG00000241258,ENSG00000088451,ENSG00000064763,ENSG00000110888,ENSG00000249319,ENSG00000144231","NSDHL,RDH11,CRCP,TGDS,FAR2,CAPRIN2,AC068533.7,POLR2D",biological_process,cellular metabolic process,16,8,54,0.000757829711593,0.317530649157,iPSC
GO:0009058,"ENSG00000147383,ENSG00000253710,ENSG00000023330,ENSG00000162496,ENSG00000088451,ENSG00000101474,ENSG00000137944,ENSG00000064763","NSDHL,ALG11,ALAS1,DHRS3,TGDS,APMAP,CCBL2,FAR2",biological_process,biosynthetic process,16,8,77,0.000757829711593,0.317530649157,iPSC
GO:0010628,"ENSG00000188313,ENSG00000198793,ENSG00000135250,ENSG00000133703,ENSG00000088305,ENSG00000125686,ENSG00000140262,ENSG00000135679","PLSCR1,MTOR,SRPK2,KRAS,DNMT3B,MED1,TCF12,MDM2",biological_process,positive regulation of gene expression,16,8,171,0.000757829711593,0.317530649157,iPSC
GO:0045087,"ENSG00000135341,ENSG00000241258,ENSG00000052723,ENSG00000118260,ENSG00000057663,ENSG00000197111,ENSG00000135250,ENSG00000115966,ENSG00000100600,ENSG00000165416,ENSG00000117335,ENSG00000186141,ENSG00000106052,ENSG00000177830,ENSG00000136560","MAP3K7,CRCP,SIKE1,CREB1,ATG5,PCBP2,SRPK2,ATF2,LGMN,SUGT1,CD46,POLR3C,TAX1BP1,CHID1,TANK",biological_process,innate immune response,39,15,382,0.000804691065981,0.337165556646,iPSC
GO:0044281,"ENSG00000166562,ENSG00000118298,ENSG00000083807,ENSG00000072042,ENSG00000131473,ENSG00000129596,ENSG00000011405,ENSG00000087053,ENSG00000109107,ENSG00000110801,ENSG00000041357,ENSG00000060982,ENSG00000112972,ENSG00000117054,ENSG00000073578,ENSG00000104325,ENSG00000113161,ENSG00000048392,ENSG00000087460,ENSG00000067064,ENSG00000128928,ENSG00000160688,ENSG00000121578,ENSG00000085871,ENSG00000052802,ENSG00000131373,ENSG00000023228,ENSG00000198431,ENSG00000137944,ENSG00000155189,ENSG00000163002,ENSG00000146733,ENSG00000100600,ENSG00000106605,ENSG00000140612,ENSG00000100938,ENSG00000171720,ENSG00000155096,ENSG00000164904,ENSG00000140374,ENSG00000094914,ENSG00000114956,ENSG00000147383,ENSG00000196177,ENSG00000103415,ENSG00000113569,ENSG00000185627,ENSG00000108946,ENSG00000213930,ENSG00000123983,ENSG00000068878,ENSG00000141027,ENSG00000156110,ENSG00000006625,ENSG00000095261,ENSG00000008311,ENSG00000177565,ENSG00000108788,ENSG00000084207,ENSG00000130707,ENSG00000168393,ENSG00000122643,ENSG00000119927,ENSG00000165264,ENSG00000101365,ENSG00000008394,ENSG00000133835,ENSG00000038427,ENSG00000023330,ENSG00000152904,ENSG00000072571,ENSG00000160752,ENSG00000149809,ENSG00000116649,ENSG00000143774,ENSG00000035687,ENSG00000064763,ENSG00000125686,ENSG00000136243,ENSG00000183696,ENSG00000139624,ENSG00000197713,ENSG00000151552","SEC11C,CA14,SLC27A5,RDH11,ACLY,CDO1,PIK3C2A,MTMR2,ALDOC,PSMD9,PSMA4,BCAT1,HMGCS1,ACADM,SDHA,DECR1,HMGCR,RRM2B,GNAS,IDI1,IVD,FLAD1,B4GALT4,MGST2,MSMO1,HACL1,NDUFS1,TXNRD1,CCBL2,AGPAT5,NUP35,PSPH,LGMN,BLVRA,SEC11A,GMPR2,HDAC3,AZIN1,ALDH7A1,ETFA,AAAS,DGUOK,NSDHL,ACADSB,HMOX2,NUP155,PSMD13,PRKAR1A,GALT,ACSL3,PSME4,NCOR1,ADK,GGCT,PSMD5,AASS,TBL1XR1,MLX,GSTP1,ASS1,DTYMK,NT5C3A,GPAM,NDUFB6,IDH3B,MGST1,HSD17B4,VCAN,ALAS1,GGPS1,HMMR,FDPS,TM7SF2,SRM,GUK1,ADSS,FAR2,MED1,NUPL2,UPP1,CERS5,RPE,QDPR",biological_process,small molecule metabolic process,334,83,1384,0.000971334915636,0.406989329652,iPSC
GO:0007049,"ENSG00000152359,ENSG00000171792,ENSG00000168385,ENSG00000196235,ENSG00000136098,ENSG00000092853,ENSG00000100014,ENSG00000186522,ENSG00000132780,ENSG00000182149,ENSG00000126581,ENSG00000157500,ENSG00000122545,ENSG00000081154,ENSG00000012048,ENSG00000166164,ENSG00000168393,ENSG00000198586,ENSG00000141510,ENSG00000156970,ENSG00000135164,ENSG00000076382,ENSG00000147439","POC5,RHNO1,SEPT2,SUPT5H,NEK3,CLSPN,SPECC1L,SEPT10,NASP,IST1,BECN1,APPL1,SEPT7,PCNP,BRCA1,BRD7,DTYMK,TLK1,TP53,BUB1B,DMTF1,SPAG5,BIN3",biological_process,cell cycle,70,23,270,0.00104649668372,0.438482110477,iPSC
GO:0043484,"ENSG00000169045,ENSG00000013441,ENSG00000100320,ENSG00000104413","HNRNPH1,CLK1,RBFOX2,ESRP1",biological_process,regulation of RNA splicing,6,4,27,0.00105106752688,0.440397293763,iPSC
GO:0034453,"ENSG00000078674,ENSG00000166037,ENSG00000213066,ENSG00000074054","PCM1,CEP57,FGFR1OP,CLASP1",biological_process,microtubule anchoring,6,4,11,0.00105106752688,0.440397293763,iPSC
GO:0001756,"ENSG00000141510,ENSG00000253729,ENSG00000149311,ENSG00000136754","TP53,PRKDC,ATM,ABI1",biological_process,somitogenesis,6,4,49,0.00105106752688,0.440397293763,iPSC
GO:0035264,"ENSG00000141510,ENSG00000087460,ENSG00000204120,ENSG00000012061","TP53,GNAS,GIGYF2,ERCC1",biological_process,multicellular organism growth,6,4,59,0.00105106752688,0.440397293763,iPSC
GO:0007224,"ENSG00000147383,ENSG00000119977,ENSG00000168385,ENSG00000123607","NSDHL,TCTN3,SEPT2,TTC21B",biological_process,smoothened signaling pathway,6,4,53,0.00105106752688,0.440397293763,iPSC
GO:0033205,"ENSG00000114346,ENSG00000140463,ENSG00000137807,ENSG00000155366","ECT2,BBS4,KIF23,RHOC",biological_process,cell cycle cytokinesis,6,4,9,0.00105106752688,0.440397293763,iPSC
GO:0048147,"ENSG00000141510,ENSG00000084207,ENSG00000159256,ENSG00000164751","TP53,GSTP1,MORC3,PEX2",biological_process,negative regulation of fibroblast proliferation,6,4,29,0.00105106752688,0.440397293763,iPSC
GO:0097190,"ENSG00000132676,ENSG00000133884,ENSG00000249915,ENSG00000079387","DAP3,DPF2,PDCD6,SENP1",biological_process,apoptotic signaling pathway,6,4,35,0.00105106752688,0.440397293763,iPSC
GO:0043653,"ENSG00000168958,ENSG00000156475,ENSG00000087470,ENSG00000144848","MFF,PPP2R2B,DNM1L,ATG3",biological_process,mitochondrial fragmentation involved in apoptotic process,6,4,7,0.00105106752688,0.440397293763,iPSC
GO:0006749,"ENSG00000008394,ENSG00000084207,ENSG00000198431,ENSG00000184674","MGST1,GSTP1,TXNRD1,GSTT1",biological_process,glutathione metabolic process,6,4,38,0.00105106752688,0.440397293763,iPSC
GO:0030049,"ENSG00000092841,ENSG00000198467,ENSG00000140416,ENSG00000196465","MYL6,TPM2,TPM1,MYL6B",biological_process,muscle filament sliding,6,4,37,0.00105106752688,0.440397293763,iPSC
GO:0043687,"ENSG00000121578,ENSG00000253710,ENSG00000138674,ENSG00000101901,ENSG00000140650,ENSG00000180398,ENSG00000101464,ENSG00000167397,ENSG00000109586,ENSG00000152700,ENSG00000131459,ENSG00000057663,ENSG00000124155,ENSG00000095059,ENSG00000136908","B4GALT4,ALG11,SEC31A,ALG13,PMM2,MCFD2,PIGU,VKORC1,GALNT7,SAR1B,GFPT2,ATG5,PIGT,DHPS,DPM2",biological_process,post-translational protein modification,40,15,192,0.00111585617086,0.467543735589,iPSC
GO:0030154,"ENSG00000145425,ENSG00000120669,ENSG00000204463,ENSG00000173933,ENSG00000165588,ENSG00000248643,ENSG00000137207,ENSG00000152455,ENSG00000141510,ENSG00000074319,ENSG00000135250,ENSG00000114416,ENSG00000086758,ENSG00000068878,ENSG00000118785","RPS3A,SOHLH2,BAG6,RBM4,OTX2,RBM14-RBM4,YIPF3,SUV39H2,TP53,TSG101,SRPK2,FXR1,HUWE1,PSME4,SPP1",biological_process,cell differentiation,40,15,461,0.00111585617086,0.467543735589,iPSC
GO:0006936,"ENSG00000140416,ENSG00000092841,ENSG00000122786,ENSG00000198467,ENSG00000119782,ENSG00000196465","TPM1,MYL6,CALD1,TPM2,FKBP1B,MYL6B",biological_process,muscle contraction,11,6,108,0.00114040359776,0.477829107462,iPSC
GO:0006470,"ENSG00000081721,ENSG00000127952,ENSG00000158161,ENSG00000087053,ENSG00000106278,ENSG00000132670,ENSG00000221914,ENSG00000138032,ENSG00000110536,ENSG00000058272","DUSP12,STYXL1,EYA3,MTMR2,PTPRZ1,PTPRA,PPP2R2A,PPM1B,PTPMT1,PPP1R12A",biological_process,protein dephosphorylation,23,10,149,0.00117955209453,0.494232327609,iPSC
GO:0006914,"ENSG00000144848,ENSG00000102710,ENSG00000149547,ENSG00000125703,ENSG00000126581,ENSG00000057663,ENSG00000168397","ATG3,SUPT20H,EI24,ATG4C,BECN1,ATG5,ATG4B",biological_process,autophagy,14,7,67,0.00132001126771,0.55308472117,iPSC
GO:0016579,"ENSG00000114374,ENSG00000124356,ENSG00000109189,ENSG00000077254,ENSG00000116750,ENSG00000138592,ENSG00000048028","USP9Y,STAMBP,USP46,USP33,UCHL5,USP8,USP28",biological_process,protein deubiquitination,14,7,34,0.00132001126771,0.55308472117,iPSC
GO:0008543,"ENSG00000198793,ENSG00000108946,ENSG00000118260,ENSG00000133703,ENSG00000108061,ENSG00000172500,ENSG00000166037,ENSG00000135679","MTOR,PRKAR1A,CREB1,KRAS,SHOC2,FIBP,CEP57,MDM2",biological_process,fibroblast growth factor receptor signaling pathway,17,8,122,0.00134962672057,0.565493595921,iPSC
GO:0009790,"ENSG00000105699,ENSG00000140416,ENSG00000204463,ENSG00000169398,ENSG00000181090,ENSG00000084234,ENSG00000113161,ENSG00000077809","LSR,TPM1,BAG6,PTK2,EHMT1,APLP2,HMGCR,GTF2I",biological_process,embryo development,17,8,152,0.00134962672057,0.565493595921,iPSC
GO:0006112,"ENSG00000166562,ENSG00000108946,ENSG00000131473,ENSG00000108788,ENSG00000140612,ENSG00000131459,ENSG00000087460,ENSG00000116678","SEC11C,PRKAR1A,ACLY,MLX,SEC11A,GFPT2,GNAS,LEPR",biological_process,energy reserve metabolic process,17,8,116,0.00134962672057,0.565493595921,iPSC
