event_id,ensembl_id,gene_name,gerstberger2014_tf,gerstberger2014_rbp,phenotype,modality
exon:chr10:51565205-51565296:+@exon:chr10:51579128-51579282:+@exon:chr10:51580556-51580696:+,ENSG00000138293,NCOA4,False,False,iPSC,bimodal
exon:chr10:64948928-64949206:-@exon:chr10:64945975-64946143:-@exon:chr10:64945323-64945413:-,ENSG00000171988,JMJD1C,False,False,iPSC,bimodal
exon:chr10:65024411-65024524:-@exon:chr10:64979638-64979743:-@exon:chr10:64976967-64977091:-,ENSG00000171988,JMJD1C,False,False,iPSC,bimodal
exon:chr10:70661034-70661227:+@exon:chr10:70666467-70666763:+@exon:chr10:70670063-70670138:+,ENSG00000107625,DDX50,False,True,iPSC,bimodal
exon:chr10:73975787-73975830:+@exon:chr10:73983646-73983814:+@exon:chr10:73990124-73990198:+,ENSG00000166295,ANAPC16,False,False,iPSC,bimodal
exon:chr10:73975806-73975896:+@exon:chr10:73983646-73983814:+@exon:chr10:73990124-73990198:+,ENSG00000166295,ANAPC16,False,False,iPSC,bimodal
exon:chr10:75173770-75173816:-@exon:chr10:75160561-75160615:-@exon:chr10:75157978-75158143:-,ENSG00000138279,ANXA7,False,False,iPSC,bimodal
exon:chr10:76158229-76158337:+@exon:chr10:76285014-76285184:+@exon:chr10:76349040-76349075:+,ENSG00000156110,ADK,False,False,iPSC,bimodal
exon:chr10:76349040-76349075:+@exon:chr10:76360137-76360251:+@exon:chr10:76429941-76430027:+,ENSG00000156110,ADK,False,False,iPSC,bimodal
exon:chr10:7829783-7829990:-@exon:chr10:7825044-7825138:-@exon:chr10:7822227-7822270:-,ENSG00000151657,KIN,False,True,iPSC,bimodal
exon:chr10:79796952-79797062:+@exon:chr10:79799962-79799983:+@exon:chr10:79800373-79800471:+,ENSG00000138326,RPS24,False,True,iPSC,middle
exon:chr10:92660327-92660425:+@exon:chr10:92662000-92662101:+@exon:chr10:92662949-92663033:+,ENSG00000148688,RPP30,False,True,iPSC,bimodal
exon:chr10:97442408-97442561:-@exon:chr10:97440229-97440366:-@exon:chr10:97423453-97424057:-,ENSG00000119977,TCTN3,False,False,iPSC,bimodal
exon:chr10:97442858-97442952:-@exon:chr10:97442408-97442561:-@exon:chr10:97440229-97440366:-,ENSG00000119977,TCTN3,False,False,iPSC,bimodal
exon:chr10:97446252-97446287:-@exon:chr10:97445313-97445393:-@exon:chr10:97444256-97444381:-,ENSG00000119977,TCTN3,False,False,iPSC,bimodal
exon:chr10:97893313-97893405:+@exon:chr10:97911173-97911323:+@exon:chr10:97915083-97915155:+,ENSG00000177853,ZNF518A,False,False,iPSC,bimodal
exon:chr10:97893313-97893405:+@exon:chr10:97915083-97915133:+@exon:chr10:97915681-97915804:+,ENSG00000177853,ZNF518A,False,False,iPSC,bimodal
exon:chr10:97893340-97893405:+@exon:chr10:97911173-97911323:+@exon:chr10:97915083-97915133:+@exon:chr10:97915681-97915776:+,ENSG00000177853,ZNF518A,False,False,iPSC,bimodal
exon:chr10:99019159-99019385:-@exon:chr10:99016075-99016161:-@exon:chr10:99006029-99006094:-,"ENSG00000213390,ENSG00000269891","ARHGAP19-SLIT1,ARHGAP19",,,iPSC,bimodal
exon:chr11:108093211-108093913:+@exon:chr11:108095511-108095598:+@exon:chr11:108098322-108098423:+,ENSG00000149311,ATM,False,False,iPSC,bimodal
exon:chr11:111625223-111625293:-@exon:chr11:111624167-111624301:-@exon:chr11:111622883-111623056:-,ENSG00000137713,PPP2R1B,False,False,iPSC,bimodal
exon:chr11:111753092-111753322:+@exon:chr11:111753860-111753926:+@exon:chr11:111754495-111756699:+,ENSG00000137720,C11orf1,False,False,iPSC,bimodal
exon:chr11:113629276-113629428:-@exon:chr11:113628384-113628575:-@exon:chr11:113618979-113619142:-,ENSG00000086827,ZW10,False,False,iPSC,bimodal
exon:chr11:113746167-113746256:-@exon:chr11:113724980-113725057:-@exon:chr11:113723223-113723355:-,ENSG00000048028,USP28,False,False,iPSC,bimodal
exon:chr11:117015014-117015134:+@exon:chr11:117023157-117023244:+@exon:chr11:117030650-117030739:+,ENSG00000168092,PAFAH1B2,False,False,iPSC,bimodal
exon:chr11:118464305-118464413:+@exon:chr11:118468422-118468626:+@exon:chr11:118471340-118471708:+,ENSG00000095139,ARCN1,False,False,iPSC,bimodal
exon:chr11:118882859-118882964:+@exon:chr11:118883942-118883972:+@exon:chr11:118885704-118885793:+,ENSG00000186166,CCDC84,False,False,iPSC,bimodal
exon:chr11:118888992-118889400:-@exon:chr11:118888635-118888763:-@exon:chr11:118888072-118888255:-,ENSG00000118181,RPS25,False,True,iPSC,bimodal
exon:chr11:125448029-125448153:+@exon:chr11:125448845-125448964:+@exon:chr11:125449989-125450100:+,ENSG00000149547,EI24,False,False,iPSC,bimodal
exon:chr11:125773065-125773116:-@exon:chr11:125765802-125766225:-@exon:chr11:125765119-125765684:-,ENSG00000110060,PUS3,False,True,iPSC,bimodal
exon:chr11:126081667-126081725:+@exon:chr11:126099120-126099188:+@exon:chr11:126104890-126104982:+,ENSG00000197798,FAM118B,False,False,iPSC,bimodal
exon:chr11:129992200-129992408:+@exon:chr11:129993507-129993674:+@exon:chr11:129996595-129996725:+,ENSG00000084234,APLP2,False,False,iPSC,bimodal
exon:chr11:130005458-130005610:+@exon:chr11:130007151-130007186:+@exon:chr11:130010293-130010378:+,ENSG00000084234,APLP2,False,False,iPSC,bimodal
exon:chr11:134119061-134119156:-@exon:chr11:134118703-134118853:-@exon:chr11:134118173-134118378:-,ENSG00000151500,THYN1,False,False,iPSC,uncategorized
exon:chr11:17229395-17229530:-@exon:chr11:17190224-17191353:-@exon:chr11:17177073-17177176:-,ENSG00000011405,PIK3C2A,False,False,iPSC,bimodal
exon:chr11:17304336-17304490:+@exon:chr11:17308181-17308264:+@exon:chr11:17316871-17316972:+,ENSG00000070081,NUCB2,False,False,iPSC,bimodal
exon:chr11:17304336-17304490:+@exon:chr11:17312787-17312912:+@exon:chr11:17316871-17316972:+,ENSG00000070081,NUCB2,False,False,iPSC,bimodal
exon:chr11:18548322-18548498:-@exon:chr11:18541066-18541150:-@exon:chr11:18537646-18537711:-,ENSG00000074319,TSG101,False,False,iPSC,bimodal
exon:chr11:18548322-18548779:-@exon:chr11:18547208-18547249:-@exon:chr11:18541066-18541150:-,ENSG00000074319,TSG101,False,False,iPSC,bimodal
exon:chr11:20409262-20409320:+@exon:chr11:20409565-20409700:+@exon:chr11:20411290-20411372:+,ENSG00000185238,PRMT3,True,False,iPSC,bimodal
exon:chr11:20417349-20417508:+@exon:chr11:20419123-20419267:+@exon:chr11:20424465-20424530:+,ENSG00000185238,PRMT3,True,False,iPSC,bimodal
exon:chr11:20429457-20429578:+@exon:chr11:20448312-20448411:+@exon:chr11:20473676-20473754:+,ENSG00000185238,PRMT3,True,False,iPSC,bimodal
exon:chr11:238998-239076:+@exon:chr11:244041-244075:+@exon:chr11:244161-244216:+,ENSG00000185627,PSMD13,False,False,iPSC,bimodal
exon:chr11:27378950-27379088:-@exon:chr11:27371879-27371986:-@exon:chr11:27362939-27363097:-,ENSG00000109881,CCDC34,False,False,iPSC,bimodal
exon:chr11:28112956-28113060:-@exon:chr11:28112164-28112274:-@exon:chr11:28110071-28110268:-,ENSG00000121621,KIF18A,False,False,iPSC,bimodal
exon:chr11:2972489-2972545:-@exon:chr11:2970457-2970494:-@exon:chr11:2965667-2966876:-,ENSG00000205531,NAP1L4,False,False,iPSC,bimodal
exon:chr11:3023771-3023830:-@exon:chr11:3023192-3023283:-@exon:chr11:3022159-3022478:-,ENSG00000110619,CARS,False,True,iPSC,bimodal
exon:chr11:30344598-30344749:+@exon:chr11:30352433-30352921:+@exon:chr11:30354413-30354540:+,ENSG00000152219,ARL14EP,False,False,iPSC,bimodal
exon:chr11:3078573-3078632:-@exon:chr11:3068983-3069231:-@exon:chr11:3063395-3063486:-,ENSG00000110619,CARS,False,True,iPSC,bimodal
exon:chr11:31436358-31436496:+@exon:chr11:31443519-31443679:+@exon:chr11:31447834-31447932:+,ENSG00000170946,DNAJC24,False,False,iPSC,bimodal
exon:chr11:31484719-31484852:-@exon:chr11:31482173-31482261:-@exon:chr11:31477840-31477933:-,ENSG00000148950,IMMP1L,False,False,iPSC,bimodal
exon:chr11:31531066-31531139:-@exon:chr11:31484719-31484852:-@exon:chr11:31455007-31455117:-,ENSG00000148950,IMMP1L,False,False,iPSC,bimodal
exon:chr11:31531066-31531150:-@exon:chr11:31491287-31491344:-@exon:chr11:31484719-31484852:-,ENSG00000148950,IMMP1L,False,False,iPSC,bimodal
exon:chr11:32605380-32605475:+@exon:chr11:32608558-32608690:+@exon:chr11:32611093-32611187:+,ENSG00000149100,EIF3M,False,True,iPSC,bimodal
exon:chr11:32605385-32605475:+@exon:chr11:32608480-32608690:+@exon:chr11:32611093-32611187:+,ENSG00000149100,EIF3M,False,True,iPSC,bimodal
exon:chr11:33757928-33757954:-@exon:chr11:33752970-33753014:-@exon:chr11:33743925-33744009:-,ENSG00000085063,CD59,False,False,iPSC,bimodal
exon:chr11:3400268-3400356:-@exon:chr11:3398847-3399130:-@exon:chr11:3394807-3394886:-,ENSG00000005801,ZNF195,True,False,iPSC,bimodal
exon:chr11:3400268-3400397:-@exon:chr11:3394807-3394886:-@exon:chr11:3392807-3392933:-,ENSG00000005801,ZNF195,True,False,iPSC,bimodal
exon:chr11:3829824-3829881:+@exon:chr11:3832480-3832654:+@exon:chr11:3845113-3845365:+,ENSG00000148985,PGAP2,False,False,iPSC,bimodal
exon:chr11:43333646-43333746:+@exon:chr11:43339971-43340032:+@exon:chr11:43340190-43340351:+,ENSG00000166181,API5,False,True,iPSC,bimodal
exon:chr11:47587010-47587538:+@exon:chr11:47591252-47591443:+@exon:chr11:47593023-47593912:+,ENSG00000110536,PTPMT1,False,False,iPSC,bimodal
exon:chr11:47660251-47660357:-@exon:chr11:47656224-47656286:-@exon:chr11:47653206-47653263:-,ENSG00000109919,MTCH2,False,False,iPSC,bimodal
exon:chr11:57505080-57505140:+@exon:chr11:57505308-57505498:+@exon:chr11:57505826-57505902:+,"ENSG00000254462,ENSG00000213593","TMX2-CTNND1,TMX2",,,iPSC,bimodal
exon:chr11:57505080-57505140:+@exon:chr11:57505385-57505498:+@exon:chr11:57505826-57505902:+,"ENSG00000254462,ENSG00000213593","TMX2-CTNND1,TMX2",,,iPSC,bimodal
exon:chr11:58876141-58876185:+@exon:chr11:58877013-58877179:+@exon:chr11:58891652-58893909:+,ENSG00000189057,FAM111B,False,False,iPSC,bimodal
exon:chr11:62496295-62496558:+@exon:chr11:62500590-62500671:+@exon:chr11:62502854-62503691:+,ENSG00000162222,TTC9C,False,False,iPSC,bimodal
exon:chr11:62621991-62622023:-@exon:chr11:62621490-62621536:-@exon:chr11:62621273-62621305:-,ENSG00000255717,SNHG1,False,False,iPSC,bimodal
exon:chr11:62623518-62623853:+@exon:chr11:62638217-62638309:+@exon:chr11:62639049-62639141:+,ENSG00000168003,SLC3A2,False,False,iPSC,bimodal
exon:chr11:62639049-62639141:+@exon:chr11:62644256-62644351:+@exon:chr11:62648491-62648919:+,ENSG00000168003,SLC3A2,False,False,iPSC,bimodal
exon:chr11:62639049-62639141:+@exon:chr11:62644259-62644351:+@exon:chr11:62648491-62648919:+,ENSG00000168003,SLC3A2,False,False,iPSC,bimodal
exon:chr11:63991757-63991813:-@exon:chr11:63991572-63991682:-@exon:chr11:63991271-63991439:-,ENSG00000149743,TRPT1,False,True,iPSC,bimodal
exon:chr11:64085560-64085858:+@exon:chr11:64087206-64087340:+@exon:chr11:64088337-64088375:+,ENSG00000126432,PRDX5,False,False,iPSC,bimodal
exon:chr11:64085654-64085858:+@exon:chr11:64088133-64088264:+@exon:chr11:64088337-64088375:+,ENSG00000126432,PRDX5,False,False,iPSC,bimodal
exon:chr11:64882948-64883070:+@exon:chr11:64883247-64883294:+@exon:chr11:64883365-64883828:+,ENSG00000149809,TM7SF2,False,False,iPSC,bimodal
exon:chr11:65101326-65101389:+@exon:chr11:65107856-65108016:+@exon:chr11:65108437-65108544:+,ENSG00000133884,DPF2,True,False,iPSC,bimodal
exon:chr11:65655071-65655197:-@exon:chr11:65653793-65653893:-@exon:chr11:65652980-65653134:-,ENSG00000172500,FIBP,False,False,iPSC,bimodal
exon:chr11:66053172-66053229:-@exon:chr11:66052852-66053007:-@exon:chr11:66052340-66052437:-,ENSG00000174851,YIF1A,False,False,iPSC,bimodal
exon:chr11:66407171-66407594:+@exon:chr11:66410921-66411611:+@exon:chr11:66413498-66413939:+,"ENSG00000173933,ENSG00000248643","RBM14-RBM4,RBM4",,,iPSC,uncategorized
exon:chr11:67351213-67351315:+@exon:chr11:67351935-67352041:+@exon:chr11:67352156-67352243:+,ENSG00000084207,GSTP1,False,False,iPSC,bimodal
exon:chr11:68228281-68228295:+@exon:chr11:68272613-68272739:+@exon:chr11:68286969-68287119:+,ENSG00000110075,PPP6R3,False,False,iPSC,bimodal
exon:chr11:68286969-68287119:+@exon:chr11:68305127-68305359:+@exon:chr11:68312306-68312492:+,ENSG00000110075,PPP6R3,False,False,iPSC,bimodal
exon:chr11:71823696-71823800:-@exon:chr11:71822458-71822542:-@exon:chr11:71822203-71822332:-,ENSG00000110200,ANAPC15,False,False,iPSC,bimodal
exon:chr11:71823696-71823800:-@exon:chr11:71822488-71822542:-@exon:chr11:71822203-71822332:-,ENSG00000110200,ANAPC15,False,False,iPSC,bimodal
exon:chr11:73611315-73611465:+@exon:chr11:73620444-73620638:+@exon:chr11:73625458-73625492:+,ENSG00000175575,PAAF1,False,False,iPSC,bimodal
exon:chr11:7688959-7689044:-@exon:chr11:7687682-7687781:-@exon:chr11:7686335-7686777:-,ENSG00000166394,CYB5R2,False,False,iPSC,bimodal
exon:chr11:77047131-77047327:-@exon:chr11:77043775-77043912:-@exon:chr11:77034069-77034405:-,ENSG00000149269,PAK1,False,False,iPSC,bimodal
exon:chr11:77451776-77451981:-@exon:chr11:77436590-77436744:-@exon:chr11:77412164-77413540:-,ENSG00000048649,RSF1,False,False,iPSC,bimodal
exon:chr11:77532175-77532287:+@exon:chr11:77552065-77552106:+@exon:chr11:77553525-77553674:+,ENSG00000087884,AAMDC,False,False,iPSC,bimodal
exon:chr11:78154707-78154804:-@exon:chr11:78152137-78152163:-@exon:chr11:78147007-78147860:-,ENSG00000137513,NARS2,False,True,iPSC,bimodal
exon:chr11:78239888-78239982:-@exon:chr11:78204109-78204241:-@exon:chr11:78189631-78189729:-,ENSG00000137513,NARS2,False,True,iPSC,bimodal
exon:chr11:82639819-82639980:+@exon:chr11:82641199-82641316:+@exon:chr11:82642774-82643258:+,ENSG00000165490,C11orf82,False,False,iPSC,bimodal
exon:chr11:82984690-82984743:-@exon:chr11:82976907-82977021:-@exon:chr11:82972504-82973008:-,ENSG00000137500,CCDC90B,False,False,iPSC,bimodal
exon:chr11:82991184-82991303:-@exon:chr11:82989769-82989872:-@exon:chr11:82984994-82985783:-,ENSG00000137500,CCDC90B,False,False,iPSC,bimodal
exon:chr11:82996916-82997021:-@exon:chr11:82996170-82996254:-@exon:chr11:82991184-82991303:-,ENSG00000137500,CCDC90B,False,False,iPSC,bimodal
exon:chr11:85339629-85339732:+@exon:chr11:85342189-85342360:+@exon:chr11:85342731-85342852:+,ENSG00000171204,TMEM126B,False,False,iPSC,uncategorized
exon:chr11:85339646-85339732:+@exon:chr11:85342731-85342852:+@exon:chr11:85345130-85345323:+,ENSG00000171204,TMEM126B,False,False,iPSC,bimodal
exon:chr11:85979498-85979603:+@exon:chr11:85981125-85981199:+@exon:chr11:85988022-85988180:+,ENSG00000074266,EED,False,True,iPSC,bimodal
exon:chr11:88061280-88061364:-@exon:chr11:88061097-88061184:-@exon:chr11:88053979-88059611:-,ENSG00000109861,CTSC,False,False,iPSC,bimodal
exon:chr11:88068105-88068250:-@exon:chr11:88061280-88061364:-@exon:chr11:88059533-88059611:-,ENSG00000109861,CTSC,False,False,iPSC,bimodal
exon:chr11:8936373-8936477:+@exon:chr11:8938834-8938914:+@exon:chr11:8940884-8940961:+,ENSG00000166452,AKIP1,False,False,iPSC,bimodal
exon:chr11:899340-899401:-@exon:chr11:893427-893519:-@exon:chr11:884068-884169:-,ENSG00000177830,CHID1,False,False,iPSC,bimodal
exon:chr11:89943704-89943762:-@exon:chr11:89939916-89939978:-@exon:chr11:89939370-89939440:-,ENSG00000110172,CHORDC1,False,False,iPSC,bimodal
exon:chr11:910775-910808:-@exon:chr11:908542-908645:-@exon:chr11:904706-904859:-,ENSG00000177830,CHID1,False,False,iPSC,bimodal
exon:chr11:93479651-93480614:+@exon:chr11:93483512-93483610:+@exon:chr11:93486848-93486921:+,ENSG00000182919,C11orf54,False,False,iPSC,bimodal
exon:chr11:94226957-94227015:-@exon:chr11:94225948-94226072:-@exon:chr11:94223999-94224131:-,ENSG00000020922,MRE11A,False,False,iPSC,bimodal
exon:chr11:94380632-94380744:+@exon:chr11:94381183-94381274:+@exon:chr11:94381426-94381554:+,ENSG00000255666,RP11-867G2.6,False,False,iPSC,bimodal
exon:chr11:95523823-95523907:+@exon:chr11:95528680-95528723:+@exon:chr11:95532396-95532552:+,ENSG00000166037,CEP57,False,False,iPSC,bimodal
exon:chr11:95621320-95621425:-@exon:chr11:95615538-95615660:-@exon:chr11:95598765-95598840:-,ENSG00000087053,MTMR2,False,False,iPSC,bimodal
exon:chr11:95621320-95621425:-@exon:chr11:95620776-95620848:-@exon:chr11:95598765-95598840:-,ENSG00000087053,MTMR2,False,False,iPSC,bimodal
exon:chr11:95657039-95657459:-@exon:chr11:95647406-95647476:-@exon:chr11:95621320-95621425:-,ENSG00000087053,MTMR2,False,False,iPSC,bimodal
exon:chr12:102455690-102455857:-@exon:chr12:102455026-102455124:-@exon:chr12:102439832-102439897:-,ENSG00000120860,CCDC53,False,False,iPSC,bimodal
exon:chr12:102517766-102517819:+@exon:chr12:102542008-102542241:+@exon:chr12:102547647-102547754:+,ENSG00000185480,PARPBP,False,False,iPSC,bimodal
exon:chr12:102547647-102547754:+@exon:chr12:102558216-102558386:+@exon:chr12:102559507-102559661:+,ENSG00000185480,PARPBP,False,False,iPSC,bimodal
exon:chr12:102576327-102576405:+@exon:chr12:102589090-102589225:+@exon:chr12:102589729-102590445:+,ENSG00000185480,PARPBP,False,False,iPSC,bimodal
exon:chr12:104350409-104350526:-@exon:chr12:104348653-104348746:-@exon:chr12:104344518-104345408:-,ENSG00000204954,C12orf73,False,False,iPSC,bimodal
exon:chr12:104350409-104350526:-@exon:chr12:104348653-104348746:-@exon:chr12:104347192-104347312:-,ENSG00000204954,C12orf73,False,False,iPSC,bimodal
exon:chr12:104350409-104350925:-@exon:chr12:104347192-104347312:-@exon:chr12:104345362-104345408:-,ENSG00000204954,C12orf73,False,False,iPSC,bimodal
exon:chr12:104350409-104350968:-@exon:chr12:104348653-104348746:-@exon:chr12:104347192-104347312:-@exon:chr12:104343980-104345408:-,ENSG00000204954,C12orf73,False,False,iPSC,bimodal
exon:chr12:104680768-104680887:+@exon:chr12:104682709-104682818:+@exon:chr12:104705068-104705190:+,ENSG00000198431,TXNRD1,False,False,iPSC,bimodal
exon:chr12:104680768-104680887:+@exon:chr12:104684771-104684882:+@exon:chr12:104705068-104705190:+,ENSG00000198431,TXNRD1,False,False,iPSC,bimodal
exon:chr12:105546124-105546229:+@exon:chr12:105550504-105550570:+@exon:chr12:105551014-105551100:+,ENSG00000136051,KIAA1033,False,False,iPSC,bimodal
exon:chr12:109530312-109530742:-@exon:chr12:109527814-109528012:-@exon:chr12:109526002-109526317:-,ENSG00000189046,ALKBH2,False,False,iPSC,bimodal
exon:chr12:109999225-109999322:-@exon:chr12:109999048-109999134:-@exon:chr12:109998845-109998909:-,ENSG00000139428,MMAB,False,False,iPSC,bimodal
exon:chr12:112279131-112279274:-@exon:chr12:112278137-112278281:-@exon:chr12:112277581-112277807:-,ENSG00000234608,MAPKAPK5-AS1,False,False,iPSC,bimodal
exon:chr12:112451152-112451413:+@exon:chr12:112457560-112457698:+@exon:chr12:112459954-112461024:+,ENSG00000089248,ERP29,False,False,iPSC,bimodal
exon:chr12:112491362-112491461:-@exon:chr12:112487287-112487415:-@exon:chr12:112486096-112486247:-,ENSG00000111300,NAA25,False,False,iPSC,bimodal
exon:chr12:112506684-112506796:-@exon:chr12:112498985-112499192:-@exon:chr12:112498074-112498163:-,ENSG00000111300,NAA25,False,False,iPSC,bimodal
exon:chr12:112528530-112528668:-@exon:chr12:112525487-112525605:-@exon:chr12:112518864-112518938:-,ENSG00000111300,NAA25,False,False,iPSC,bimodal
exon:chr12:117627032-117627167:-@exon:chr12:117624282-117624376:-@exon:chr12:117615325-117615446:-,ENSG00000135108,FBXO21,False,False,iPSC,bimodal
exon:chr12:120569730-120569826:-@exon:chr12:120568989-120569137:-@exon:chr12:120568450-120568557:-,ENSG00000089154,GCN1L1,False,False,iPSC,bimodal
exon:chr12:120636657-120636803:-@exon:chr12:120636357-120636434:-@exon:chr12:120635125-120635265:-,ENSG00000089157,RPLP0,False,True,iPSC,bimodal
exon:chr12:120947820-120947926:-@exon:chr12:120942698-120942786:-@exon:chr12:120941773-120941884:-,ENSG00000110871,COQ5,False,False,iPSC,bimodal
exon:chr12:120960017-120960166:-@exon:chr12:120954370-120954591:-@exon:chr12:120947866-120947926:-,ENSG00000110871,COQ5,False,False,iPSC,bimodal
exon:chr12:121004628-121004783:+@exon:chr12:121008994-121009094:+@exon:chr12:121013434-121013491:+,ENSG00000022840,RNF10,False,False,iPSC,bimodal
exon:chr12:121018918-121019060:-@exon:chr12:121017317-121017400:-@exon:chr12:121016567-121017215:-,ENSG00000167272,POP5,False,True,iPSC,bimodal
exon:chr12:121018918-121019139:-@exon:chr12:121017577-121017726:-@exon:chr12:121017317-121017400:-,ENSG00000167272,POP5,False,True,iPSC,bimodal
exon:chr12:121837922-121838021:+@exon:chr12:121840545-121840610:+@exon:chr12:121853962-121854180:+,ENSG00000170633,RNF34,False,False,iPSC,bimodal
exon:chr12:122332645-122332747:+@exon:chr12:122337540-122337751:+@exon:chr12:122340912-122341013:+,"ENSG00000110801,ENSG00000256950","RP11-87C12.2,PSMD9",,,iPSC,bimodal
exon:chr12:122729116-122729309:-@exon:chr12:122726929-122727055:-@exon:chr12:122724425-122724492:-,"ENSG00000139719,ENSG00000256861","VPS33A,RP11-512M8.5",,,iPSC,bimodal
exon:chr12:123005932-123005975:-@exon:chr12:123005051-123005128:-@exon:chr12:123003386-123003576:-,ENSG00000111011,RSRC2,False,False,iPSC,bimodal
exon:chr12:123011795-123011898:+@exon:chr12:123014569-123014739:+@exon:chr12:123019211-123019331:+,ENSG00000184445,KNTC1,True,False,iPSC,bimodal
exon:chr12:123078823-123078932:+@exon:chr12:123082278-123082485:+@exon:chr12:123086083-123086172:+,ENSG00000184445,KNTC1,True,False,iPSC,bimodal
exon:chr12:123812439-123812574:-@exon:chr12:123812254-123812359:-@exon:chr12:123811973-123812126:-,ENSG00000139697,SBNO1,False,False,iPSC,bimodal
exon:chr12:123834857-123834988:-@exon:chr12:123832576-123832680:-@exon:chr12:123829805-123830117:-,ENSG00000139697,SBNO1,False,False,iPSC,bimodal
exon:chr12:124090478-124090528:+@exon:chr12:124090620-124090706:+@exon:chr12:124091979-124092070:+,ENSG00000111364,DDX55,False,True,iPSC,bimodal
exon:chr12:14609495-14609568:+@exon:chr12:14610141-14610229:+@exon:chr12:14613429-14613955:+,ENSG00000171681,ATF7IP,False,False,iPSC,bimodal
exon:chr12:16115747-16115881:+@exon:chr12:16135242-16135370:+@exon:chr12:16185476-16185591:+,ENSG00000023697,DERA,False,False,iPSC,bimodal
exon:chr12:16500579-16500644:+@exon:chr12:16507165-16507204:+@exon:chr12:16510539-16510633:+,ENSG00000008394,MGST1,False,False,iPSC,bimodal
exon:chr12:16500579-16500644:+@exon:chr12:16510539-16510633:+@exon:chr12:16516729-16516933:+,ENSG00000008394,MGST1,False,False,iPSC,bimodal
exon:chr12:16500583-16500644:+@exon:chr12:16507165-16507312:+@exon:chr12:16516729-16517337:+,ENSG00000008394,MGST1,False,False,iPSC,bimodal
exon:chr12:21659819-21659910:+@exon:chr12:21660878-21661043:+@exon:chr12:21661317-21661495:+,ENSG00000111711,GOLT1B,False,False,iPSC,bimodal
exon:chr12:25101861-25102020:-@exon:chr12:25054748-25054819:-@exon:chr12:25047209-25047409:-,ENSG00000060982,BCAT1,False,False,iPSC,bimodal
exon:chr12:25378548-25378707:-@exon:chr12:25368371-25368494:-@exon:chr12:25362365-25362845:-,ENSG00000133703,KRAS,False,False,iPSC,bimodal
exon:chr12:27091316-27091643:+@exon:chr12:27107078-27107226:+@exon:chr12:27109476-27109593:+,ENSG00000111790,FGFR1OP2,False,False,iPSC,bimodal
exon:chr12:27450643-27450787:+@exon:chr12:27453487-27453534:+@exon:chr12:27455070-27455121:+,ENSG00000211455,STK38L,False,False,iPSC,bimodal
exon:chr12:29302133-29302340:+@exon:chr12:29423345-29423571:+@exon:chr12:29446233-29446408:+,ENSG00000064763,FAR2,False,False,iPSC,bimodal
exon:chr12:2986374-2986448:+@exon:chr12:2994449-2994700:+@exon:chr12:2997077-2998606:+,ENSG00000171792,RHNO1,False,False,iPSC,bimodal
exon:chr12:3018695-3018746:+@exon:chr12:3029929-3030088:+@exon:chr12:3031428-3031568:+,ENSG00000078246,TULP3,False,False,iPSC,bimodal
exon:chr12:30876193-30876248:-@exon:chr12:30872013-30873849:-@exon:chr12:30869442-30869610:-,ENSG00000110888,CAPRIN2,False,True,iPSC,bimodal
exon:chr12:30887902-30887948:-@exon:chr12:30886563-30886645:-@exon:chr12:30884277-30884444:-,ENSG00000110888,CAPRIN2,False,True,iPSC,bimodal
exon:chr12:3121336-3121398:+@exon:chr12:3126564-3126692:+@exon:chr12:3127711-3127754:+,ENSG00000197905,TEAD4,True,False,iPSC,bimodal
exon:chr12:32113711-32113805:+@exon:chr12:32123123-32123290:+@exon:chr12:32133812-32138891:+,ENSG00000174718,KIAA1551,False,False,iPSC,bimodal
exon:chr12:32890039-32890095:+@exon:chr12:32890799-32890876:+@exon:chr12:32891198-32891230:+,ENSG00000087470,DNM1L,False,False,iPSC,bimodal
exon:chr12:42719983-42720031:+@exon:chr12:42726462-42726504:+@exon:chr12:42729685-42729776:+,ENSG00000134283,PPHLN1,False,False,iPSC,bimodal
exon:chr12:42729685-42729776:+@exon:chr12:42745687-42745851:+@exon:chr12:42748963-42749024:+,ENSG00000134283,PPHLN1,False,False,iPSC,bimodal
exon:chr12:42748963-42749024:+@exon:chr12:42768665-42768876:+@exon:chr12:42778742-42778798:+,ENSG00000134283,PPHLN1,False,False,iPSC,bimodal
exon:chr12:42768665-42768876:+@exon:chr12:42778742-42778798:+@exon:chr12:42781258-42781337:+,ENSG00000134283,PPHLN1,False,False,iPSC,bimodal
exon:chr12:44198298-44198375:-@exon:chr12:44197979-44198043:-@exon:chr12:44196089-44196267:-,ENSG00000151239,TWF1,False,False,iPSC,bimodal
exon:chr12:4652929-4653070:+@exon:chr12:4654948-4654998:+@exon:chr12:4655475-4655584:+,ENSG00000111247,RAD51AP1,False,False,iPSC,bimodal
exon:chr12:46662648-46662902:-@exon:chr12:46648597-46648719:-@exon:chr12:46636983-46637097:-,ENSG00000111371,SLC38A1,False,False,iPSC,bimodal
exon:chr12:48073487-48073557:-@exon:chr12:48073276-48073377:-@exon:chr12:48063890-48064128:-,ENSG00000005175,RPAP3,False,False,iPSC,bimodal
exon:chr12:48490126-48490210:-@exon:chr12:48482946-48483076:-@exon:chr12:48482584-48482743:-,ENSG00000079387,SENP1,False,False,iPSC,bimodal
