,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value,modality,phenotype
GO:0000209,"ENSG00000092140,ENSG00000143106,ENSG00000185627,ENSG00000173692,ENSG00000110801,ENSG00000108294,ENSG00000092010,ENSG00000159352,ENSG00000198919","G2E3,PSMA5,PSMD13,PSMD1,PSMD9,PSMB3,PSME1,PSMD4,DZIP3",biological_process,protein polyubiquitination,14,9,132,3.74359924922,-1.61769291649,bimodal,MN
GO:0030154,"ENSG00000145425,ENSG00000204463,ENSG00000147548,ENSG00000173933,ENSG00000114416,ENSG00000248643,ENSG00000136261,ENSG00000101079,ENSG00000178878","RPS3A,BAG6,WHSC1L1,RBM4,FXR1,RBM14-RBM4,BZW2,NDRG3,APOLD1",biological_process,cell differentiation,14,9,461,3.74359924922,-1.61769291649,bimodal,MN
GO:0016568,"ENSG00000158019,ENSG00000113648,ENSG00000258315,ENSG00000204463,ENSG00000141027,ENSG00000171988,ENSG00000163159,ENSG00000123562,ENSG00000204256,ENSG00000163104","BRE,H2AFY,C17orf49,BAG6,NCOR1,JMJD1C,VPS72,MORF4L2,BRD2,SMARCAD1",biological_process,chromatin modification,16,10,124,3.63943894941,-1.7218532163,bimodal,MN
GO:0007411,"ENSG00000133026,ENSG00000092841,ENSG00000197694,ENSG00000155366,ENSG00000082701,ENSG00000132670,ENSG00000077254,ENSG00000164885,ENSG00000122705,ENSG00000131236,ENSG00000099204,ENSG00000163539","MYH10,MYL6,SPTAN1,RHOC,GSK3B,PTPRA,USP33,CDK5,CLTA,CAP1,ABLIM1,CLASP2",biological_process,axon guidance,20,12,341,3.51631824669,-1.84497391902,bimodal,MN
GO:0007399,"ENSG00000124177,ENSG00000136261,ENSG00000032742,ENSG00000073584,ENSG00000204843,ENSG00000066427","CHD6,BZW2,IFT88,SMARCE1,DCTN1,ATXN3",biological_process,nervous system development,9,6,334,3.45383730352,-1.90745486219,bimodal,MN
GO:0006417,"ENSG00000135930,ENSG00000170889,ENSG00000070785,ENSG00000116741,ENSG00000055917,ENSG00000112531","EIF4E2,RPS9,EIF2B3,RGS2,PUM2,QKI",biological_process,regulation of translation,9,6,74,3.45383730352,-1.90745486219,bimodal,MN
GO:0016055,"ENSG00000113712,ENSG00000166477,ENSG00000082701,ENSG00000140395,ENSG00000134982,ENSG00000100281","CSNK1A1,LEO1,GSK3B,WDR61,APC,HMGXB4",biological_process,Wnt receptor signaling pathway,9,6,171,3.45383730352,-1.90745486219,bimodal,MN
GO:0006886,"ENSG00000138069,ENSG00000166128,ENSG00000213465,ENSG00000174100,ENSG00000205339,ENSG00000184432,ENSG00000124207,ENSG00000105438,ENSG00000136631,ENSG00000100568,ENSG00000185009,ENSG00000164885,ENSG00000177879,ENSG00000122705,ENSG00000136738,ENSG00000152700","RAB1A,RAB8B,ARL2,MRPL45,IPO7,COPB2,CSE1L,KDELR1,VPS45,VTI1B,AP3M1,CDK5,AP3S1,CLTA,STAM,SAR1B",biological_process,intracellular protein transport,28,16,342,3.43855134477,-1.92274082094,bimodal,MN
GO:0006260,"ENSG00000151657,ENSG00000111653,ENSG00000132780,ENSG00000248643,ENSG00000135336,ENSG00000187109,ENSG00000159593","KIN,ING4,NASP,RBM14-RBM4,ORC3,NAP1L1,NAE1",biological_process,DNA replication,11,7,164,3.28072976424,-2.08056240147,bimodal,MN
GO:0005975,"ENSG00000141349,ENSG00000108528,ENSG00000164414,ENSG00000067829,ENSG00000102893,ENSG00000067225,ENSG00000136243","G6PC3,SLC25A11,SLC35A1,IDH3G,PHKB,PKM,NUPL2",biological_process,carbohydrate metabolic process,11,7,415,3.28072976424,-2.08056240147,bimodal,MN
GO:0007050,"ENSG00000005483,ENSG00000166333,ENSG00000111653,ENSG00000134982,ENSG00000138376,ENSG00000151914,ENSG00000095002","KMT2E,ILK,ING4,APC,BARD1,DST,MSH2",biological_process,cell cycle arrest,11,7,132,3.28072976424,-2.08056240147,bimodal,MN
GO:0042493,"ENSG00000164924,ENSG00000147601,ENSG00000198431,ENSG00000084754,ENSG00000170242,ENSG00000082701,ENSG00000118705,ENSG00000112972","YWHAZ,TERF1,TXNRD1,HADHA,USP47,GSK3B,RPN2,HMGCS1",biological_process,response to drug,13,8,307,3.17343397253,-2.18785819318,bimodal,MN
GO:0008285,"ENSG00000078304,ENSG00000163939,ENSG00000003756,ENSG00000134982,ENSG00000111653,ENSG00000198625,ENSG00000180228,ENSG00000136754,ENSG00000140105","PPP2R5C,PBRM1,RBM5,APC,ING4,MDM4,PRKRA,ABI1,WARS",biological_process,negative regulation of cell proliferation,15,9,409,3.10491651237,-2.25637565334,bimodal,MN
GO:0033554,"ENSG00000173933,ENSG00000103363,ENSG00000154582,ENSG00000248643","RBM4,TCEB2,TCEB1,RBM14-RBM4",biological_process,cellular response to stress,6,4,44,3.01611360243,-2.34517856328,bimodal,MN
GO:0070979,"ENSG00000176386,ENSG00000077152,ENSG00000104343,ENSG00000141552","CDC26,UBE2T,UBE2W,ANAPC11",biological_process,protein K11-linked ubiquitination,6,4,26,3.01611360243,-2.34517856328,bimodal,MN
GO:0007219,"ENSG00000168214,ENSG00000141027,ENSG00000138442,ENSG00000090905","RBPJ,NCOR1,WDR12,TNRC6A",biological_process,Notch signaling pathway,6,4,124,3.01611360243,-2.34517856328,bimodal,MN
GO:0006644,"ENSG00000087053,ENSG00000180957,ENSG00000084754,ENSG00000133027","MTMR2,PITPNB,HADHA,PEMT",biological_process,phospholipid metabolic process,6,4,260,3.01611360243,-2.34517856328,bimodal,MN
GO:0051028,"ENSG00000136243,ENSG00000112531,ENSG00000169062,ENSG00000138757,ENSG00000111196","NUPL2,QKI,UPF3A,G3BP2,MAGOHB",biological_process,mRNA transport,8,5,58,2.80265703284,-2.55863513287,bimodal,MN
GO:0006461,"ENSG00000155438,ENSG00000103363,ENSG00000198625,ENSG00000134982,ENSG00000136628,ENSG00000108590","MKI67IP,TCEB2,MDM4,APC,EPRS,MED31",biological_process,protein complex assembly,10,6,134,2.69077568359,-2.67051648212,bimodal,MN
GO:0006626,"ENSG00000164924,ENSG00000168958,ENSG00000205981,ENSG00000214736,ENSG00000173171,ENSG00000150779","YWHAZ,MFF,DNAJC19,TOMM6,MTX1,TIMM8B",biological_process,protein targeting to mitochondrion,10,6,53,2.69077568359,-2.67051648212,bimodal,MN
GO:0006614,"ENSG00000166562,ENSG00000145425,ENSG00000122026,ENSG00000118705,ENSG00000170889,ENSG00000124783","SEC11C,RPS3A,RPL21,RPN2,RPS9,SSR1",biological_process,SRP-dependent cotranslational protein targeting to membrane,10,6,126,2.69077568359,-2.67051648212,bimodal,MN
GO:0043687,"ENSG00000120697,ENSG00000138674,ENSG00000180398,ENSG00000167397,ENSG00000185808,ENSG00000152700,ENSG00000118705","ALG5,SEC31A,MCFD2,VKORC1,PIGP,SAR1B,RPN2",biological_process,post-translational protein modification,12,7,192,2.62889824211,-2.7323939236,bimodal,MN
GO:0007264,"ENSG00000138069,ENSG00000166128,ENSG00000213465,ENSG00000128581,ENSG00000155366,ENSG00000138757,ENSG00000168385,ENSG00000152700","RAB1A,RAB8B,ARL2,RABL5,RHOC,G3BP2,SEPT2,SAR1B",biological_process,small GTPase mediated signal transduction,14,8,373,2.5955728257,-2.76571934001,bimodal,MN
GO:0015031,"ENSG00000138069,ENSG00000166128,ENSG00000213465,ENSG00000092108,ENSG00000138674,ENSG00000180398,ENSG00000177879,ENSG00000132780,ENSG00000155366,ENSG00000198301,ENSG00000117262,ENSG00000169251,ENSG00000116521,ENSG00000126777,ENSG00000149196,ENSG00000108587,ENSG00000157349","RAB1A,RAB8B,ARL2,SCFD1,SEC31A,MCFD2,AP3S1,NASP,RHOC,SDAD1,GPR89A,NMD3,SCAMP3,KTN1,C11orf73,GOSR1,DDX19B",biological_process,protein transport,33,17,517,2.38486319597,-2.97642896974,bimodal,MN
GO:0043653,"ENSG00000168958,ENSG00000176171,ENSG00000087470","MFF,BNIP3,DNM1L",biological_process,mitochondrial fragmentation involved in apoptotic process,5,3,7,2.300086787,-3.06120537871,bimodal,MN
GO:0046777,"ENSG00000164885,ENSG00000013441,ENSG00000151422","CDK5,CLK1,FER",biological_process,protein autophosphorylation,5,3,165,2.300086787,-3.06120537871,bimodal,MN
GO:0016197,"ENSG00000039319,ENSG00000136051,ENSG00000136738","ZFYVE16,KIAA1033,STAM",biological_process,endosomal transport,5,3,60,2.300086787,-3.06120537871,bimodal,MN
GO:0007166,"ENSG00000085063,ENSG00000113712,ENSG00000112983","CD59,CSNK1A1,BRD8",biological_process,cell surface receptor signaling pathway,5,3,254,2.300086787,-3.06120537871,bimodal,MN
GO:0006120,"ENSG00000160194,ENSG00000158864,ENSG00000115286","NDUFV3,NDUFS2,NDUFS7",biological_process,"mitochondrial electron transport, NADH to ubiquinone",5,3,55,2.300086787,-3.06120537871,bimodal,MN
GO:0016337,"ENSG00000062716,ENSG00000154096,ENSG00000028203","VMP1,THY1,VEZT",biological_process,cell-cell adhesion,5,3,106,2.300086787,-3.06120537871,bimodal,MN
GO:0006892,"ENSG00000116521,ENSG00000122705,ENSG00000092108","SCAMP3,CLTA,SCFD1",biological_process,post-Golgi vesicle-mediated transport,5,3,40,2.300086787,-3.06120537871,bimodal,MN
GO:0042147,"ENSG00000108587,ENSG00000008294,ENSG00000122958","GOSR1,SPAG9,VPS26A",biological_process,"retrograde transport, endosome to Golgi",5,3,31,2.300086787,-3.06120537871,bimodal,MN
GO:0006415,"ENSG00000122026,ENSG00000170889,ENSG00000145425","RPL21,RPS9,RPS3A",biological_process,translational termination,5,3,106,2.300086787,-3.06120537871,bimodal,MN
GO:0043982,"ENSG00000111653,ENSG00000187778,ENSG00000025293","ING4,MCRS1,PHF20",biological_process,histone H4-K8 acetylation,5,3,16,2.300086787,-3.06120537871,bimodal,MN
GO:0019083,"ENSG00000122026,ENSG00000170889,ENSG00000145425","RPL21,RPS9,RPS3A",biological_process,viral transcription,5,3,99,2.300086787,-3.06120537871,bimodal,MN
GO:0035335,"ENSG00000144048,ENSG00000143727,ENSG00000132670","DUSP11,ACP1,PTPRA",biological_process,peptidyl-tyrosine dephosphorylation,5,3,58,2.300086787,-3.06120537871,bimodal,MN
GO:0034453,"ENSG00000078674,ENSG00000166037,ENSG00000163539","PCM1,CEP57,CLASP2",biological_process,microtubule anchoring,5,3,11,2.300086787,-3.06120537871,bimodal,MN
GO:0031398,"ENSG00000163743,ENSG00000145979,ENSG00000169689","RCHY1,TBC1D7,STRA13",biological_process,positive regulation of protein ubiquitination,5,3,49,2.300086787,-3.06120537871,bimodal,MN
GO:0006928,"ENSG00000143549,ENSG00000138071,ENSG00000136754","TPM3,ACTR2,ABI1",biological_process,cellular component movement,5,3,108,2.300086787,-3.06120537871,bimodal,MN
GO:0030324,"ENSG00000149196,ENSG00000204463,ENSG00000032742","C11orf73,BAG6,IFT88",biological_process,lung development,5,3,103,2.300086787,-3.06120537871,bimodal,MN
GO:0007155,"ENSG00000134982,ENSG00000151422,ENSG00000151914","APC,FER,DST",biological_process,cell adhesion,5,3,494,2.300086787,-3.06120537871,bimodal,MN
GO:0043981,"ENSG00000111653,ENSG00000187778,ENSG00000025293","ING4,MCRS1,PHF20",biological_process,histone H4-K5 acetylation,5,3,16,2.300086787,-3.06120537871,bimodal,MN
GO:0001666,"ENSG00000239900,ENSG00000092108,ENSG00000176171,ENSG00000178878","ADSL,SCFD1,BNIP3,APOLD1",biological_process,response to hypoxia,7,4,173,2.18059019834,-3.18070196737,bimodal,MN
GO:0007163,"ENSG00000138071,ENSG00000131236,ENSG00000082701,ENSG00000163539","ACTR2,CAP1,GSK3B,CLASP2",biological_process,establishment or maintenance of cell polarity,7,4,24,2.18059019834,-3.18070196737,bimodal,MN
GO:0006284,"ENSG00000070501,ENSG00000129484,ENSG00000139372,ENSG00000170242","POLB,PARP2,TDG,USP47",biological_process,base-excision repair,7,4,35,2.18059019834,-3.18070196737,bimodal,MN
GO:0021766,"ENSG00000007168,ENSG00000164885,ENSG00000196591,ENSG00000082701","PAFAH1B1,CDK5,HDAC2,GSK3B",biological_process,hippocampus development,7,4,42,2.18059019834,-3.18070196737,bimodal,MN
GO:0030968,"ENSG00000204843,ENSG00000138674,ENSG00000128272,ENSG00000124783","DCTN1,SEC31A,ATF4,SSR1",biological_process,endoplasmic reticulum unfolded protein response,7,4,87,2.18059019834,-3.18070196737,bimodal,MN
GO:0016311,"ENSG00000144048,ENSG00000087053,ENSG00000184007,ENSG00000132670","DUSP11,MTMR2,PTP4A2,PTPRA",biological_process,dephosphorylation,7,4,116,2.18059019834,-3.18070196737,bimodal,MN
GO:0006913,"ENSG00000138069,ENSG00000166128,ENSG00000169062,ENSG00000164885,ENSG00000126653","RAB1A,RAB8B,UPF3A,CDK5,NSRP1",biological_process,nucleocytoplasmic transport,9,5,117,2.13117279351,-3.2301193722,bimodal,MN
GO:0045087,"ENSG00000115966,ENSG00000145782,ENSG00000165416,ENSG00000197111,ENSG00000052723","ATF2,ATG12,SUGT1,PCBP2,SIKE1",biological_process,innate immune response,9,5,382,2.13117279351,-3.2301193722,bimodal,MN
GO:0019886,"ENSG00000166847,ENSG00000138674,ENSG00000137100,ENSG00000204843,ENSG00000152700,ENSG00000122705","DCTN5,SEC31A,DCTN3,DCTN1,SAR1B,CLTA",biological_process,antigen processing and presentation of exogenous peptide antigen via MHC class II,11,6,159,2.11422821719,-3.24706394852,bimodal,MN
GO:0006184,"ENSG00000138069,ENSG00000166128,ENSG00000213465,ENSG00000155366,ENSG00000163938,ENSG00000152700,ENSG00000100664","RAB1A,RAB8B,ARL2,RHOC,GNL3,SAR1B,EIF5",biological_process,GTP catabolic process,14,7,269,1.70368628418,-3.65760588153,bimodal,MN
GO:0007507,"ENSG00000253729,ENSG00000164305,ENSG00000117054,ENSG00000163939","PRKDC,CASP3,ACADM,PBRM1",biological_process,heart development,8,4,190,1.60851308449,-3.75277908122,bimodal,MN
GO:0007265,"ENSG00000148484,ENSG00000138592,ENSG00000138757","RSU1,USP8,G3BP2",biological_process,Ras protein signal transduction,6,3,81,1.59569314522,-3.76559902049,bimodal,MN
GO:0019058,"ENSG00000122026,ENSG00000170889,ENSG00000145425","RPL21,RPS9,RPS3A",biological_process,viral infectious cycle,6,3,109,1.59569314522,-3.76559902049,bimodal,MN
GO:0051865,"ENSG00000163743,ENSG00000204977,ENSG00000077152","RCHY1,TRIM13,UBE2T",biological_process,protein autoubiquitination,6,3,34,1.59569314522,-3.76559902049,bimodal,MN
GO:0006606,"ENSG00000205339,ENSG00000149196,ENSG00000129197","IPO7,C11orf73,RPAIN",biological_process,protein import into nucleus,6,3,48,1.59569314522,-3.76559902049,bimodal,MN
GO:0006414,"ENSG00000122026,ENSG00000170889,ENSG00000145425","RPL21,RPS9,RPS3A",biological_process,translational elongation,6,3,113,1.59569314522,-3.76559902049,bimodal,MN
GO:0043966,"ENSG00000111653,ENSG00000120656,ENSG00000083168","ING4,TAF12,KAT6A",biological_process,histone H3 acetylation,6,3,42,1.59569314522,-3.76559902049,bimodal,MN
GO:0055085,"ENSG00000141349,ENSG00000114120,ENSG00000164414,ENSG00000134294,ENSG00000047249,ENSG00000033627,ENSG00000151914,ENSG00000136243","G6PC3,SLC25A36,SLC35A1,SLC38A2,ATP6V1H,ATP6V0A1,DST,NUPL2",biological_process,transmembrane transport,17,8,723,1.42482118988,-3.93647097583,bimodal,MN
GO:0006464,"ENSG00000092140,ENSG00000144744,ENSG00000187778,ENSG00000253729,ENSG00000164414,ENSG00000168300,ENSG00000118705","G2E3,UBA3,MCRS1,PRKDC,SLC35A1,PCMTD1,RPN2",biological_process,cellular protein modification process,15,7,166,1.37152023646,-3.98977192925,bimodal,MN
GO:0006470,"ENSG00000144048,ENSG00000087053,ENSG00000184007,ENSG00000058272,ENSG00000132670","DUSP11,MTMR2,PTP4A2,PPP1R12A,PTPRA",biological_process,protein dephosphorylation,11,5,149,1.25830967594,-4.10298248977,bimodal,MN
GO:0016044,"ENSG00000184432,ENSG00000122705,ENSG00000138674,ENSG00000136738,ENSG00000152700","COPB2,CLTA,SEC31A,STAM,SAR1B",biological_process,cellular membrane organization,11,5,100,1.25830967594,-4.10298248977,bimodal,MN
GO:0007173,"ENSG00000164615,ENSG00000082701,ENSG00000136738,ENSG00000122705","CAMLG,GSK3B,STAM,CLTA",biological_process,epidermal growth factor receptor signaling pathway,9,4,135,1.19718303987,-4.16410912584,bimodal,MN
GO:0008286,"ENSG00000177879,ENSG00000166263,ENSG00000132670,ENSG00000047249,ENSG00000033627","AP3S1,STXBP4,PTPRA,ATP6V1H,ATP6V0A1",biological_process,insulin receptor signaling pathway,12,5,159,0.968780907153,-4.39251125856,bimodal,MN
GO:0006508,"ENSG00000166562,ENSG00000124356,ENSG00000255439,ENSG00000144744,ENSG00000164305","SEC11C,STAMBP,RP11-196G11.1,UBA3,CASP3",biological_process,proteolysis,12,5,537,0.968780907153,-4.39251125856,bimodal,MN
GO:0048011,"ENSG00000164305,ENSG00000122705,ENSG00000196591,ENSG00000082701","CASP3,CLTA,HDAC2,GSK3B",biological_process,nerve growth factor receptor signaling pathway,11,4,226,0.667067769898,-4.69422439581,bimodal,MN
GO:0019221,"ENSG00000135930,ENSG00000068745,ENSG00000151422,ENSG00000156976,ENSG00000136243","EIF4E2,IP6K2,FER,EIF4A2,NUPL2",biological_process,cytokine-mediated signaling pathway,14,5,311,0.56994013671,-4.791352029,bimodal,MN
