,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value,modality,phenotype
GO:0016337,"ENSG00000055163,ENSG00000028203,ENSG00000154639","CYFIP2,VEZT,CXADR",biological_process,cell-cell adhesion,5,3,106,2.98993095498,-2.30337386974,bimodal,NPC
GO:0007224,"ENSG00000147383,ENSG00000100578,ENSG00000032742","NSDHL,KIAA0586,IFT88",biological_process,smoothened signaling pathway,5,3,53,2.98993095498,-2.30337386974,bimodal,NPC
GO:0007094,"ENSG00000147601,ENSG00000141552,ENSG00000094880","TERF1,ANAPC11,CDC23",biological_process,mitotic cell cycle spindle assembly checkpoint,5,3,30,2.98993095498,-2.30337386974,bimodal,NPC
GO:0016197,"ENSG00000115561,ENSG00000039319,ENSG00000136051","CHMP3,ZFYVE16,KIAA1033",biological_process,endosomal transport,5,3,60,2.98993095498,-2.30337386974,bimodal,NPC
GO:0009952,"ENSG00000171634,ENSG00000032742,ENSG00000185630","BPTF,IFT88,PBX1",biological_process,anterior/posterior pattern specification,5,3,124,2.98993095498,-2.30337386974,bimodal,NPC
GO:0051726,"ENSG00000204138,ENSG00000166946,ENSG00000144744","PHACTR4,CCNDBP1,UBA3",biological_process,regulation of cell cycle,5,3,101,2.98993095498,-2.30337386974,bimodal,NPC
GO:0018279,"ENSG00000120697,ENSG00000180398,ENSG00000138674,ENSG00000100417","ALG5,MCFD2,SEC31A,PMM1",biological_process,protein N-linked glycosylation via asparagine,7,4,94,2.97333633123,-2.31996849349,bimodal,NPC
GO:0030968,"ENSG00000070669,ENSG00000204843,ENSG00000138674,ENSG00000124783","ASNS,DCTN1,SEC31A,SSR1",biological_process,endoplasmic reticulum unfolded protein response,7,4,87,2.97333633123,-2.31996849349,bimodal,NPC
GO:0007163,"ENSG00000112186,ENSG00000163539,ENSG00000131236,ENSG00000127603","CAP2,CLASP2,CAP1,MACF1",biological_process,establishment or maintenance of cell polarity,7,4,24,2.97333633123,-2.31996849349,bimodal,NPC
GO:0008543,"ENSG00000166913,ENSG00000166037,ENSG00000172500,ENSG00000133703","YWHAB,CEP57,FIBP,KRAS",biological_process,fibroblast growth factor receptor signaling pathway,7,4,122,2.97333633123,-2.31996849349,bimodal,NPC
GO:0016311,"ENSG00000127947,ENSG00000144048,ENSG00000087053,ENSG00000132670","PTPN12,DUSP11,MTMR2,PTPRA",biological_process,dephosphorylation,7,4,116,2.97333633123,-2.31996849349,bimodal,NPC
GO:0001666,"ENSG00000239900,ENSG00000103415,ENSG00000149269,ENSG00000092108","ADSL,HMOX2,PAK1,SCFD1",biological_process,response to hypoxia,7,4,173,2.97333633123,-2.31996849349,bimodal,NPC
GO:0006457,"ENSG00000084072,ENSG00000205981,ENSG00000196262,ENSG00000240344,ENSG00000114857,ENSG00000116957,ENSG00000183207","PPIE,DNAJC19,PPIA,PPIL3,NKTR,TBCE,RUVBL2",biological_process,protein folding,14,7,210,2.69639560727,-2.59690921746,bimodal,NPC
GO:0044255,"ENSG00000023330,ENSG00000141027,ENSG00000198431,ENSG00000117054,ENSG00000113161,ENSG00000171720","ALAS1,NCOR1,TXNRD1,ACADM,HMGCR,HDAC3",biological_process,cellular lipid metabolic process,12,6,156,2.56847110464,-2.72483372009,bimodal,NPC
GO:0000084,"ENSG00000131467,ENSG00000185627,ENSG00000108294,ENSG00000135336,ENSG00000204120,ENSG00000117748","PSME3,PSMD13,PSMB3,ORC3,GIGYF2,RPA2",biological_process,S phase of mitotic cell cycle,12,6,131,2.56847110464,-2.72483372009,bimodal,NPC
GO:0006366,"ENSG00000160201,ENSG00000103363,ENSG00000196233,ENSG00000182004,ENSG00000141027,ENSG00000160199,ENSG00000100815,ENSG00000205937,ENSG00000115966,ENSG00000101654,ENSG00000154582,ENSG00000133226,ENSG00000077809","U2AF1,TCEB2,LCOR,SNRPE,NCOR1,PKNOX1,TRIP11,RNPS1,ATF2,RNMT,TCEB1,SRRM1,GTF2I",biological_process,transcription from RNA polymerase II promoter,29,13,353,2.47626624957,-2.81703857515,bimodal,NPC
GO:0016477,"ENSG00000143776,ENSG00000077254,ENSG00000164885,ENSG00000119185,ENSG00000163539","CDC42BPA,USP33,CDK5,ITGB1BP1,CLASP2",biological_process,cell migration,10,5,140,2.44191537156,-2.85138945317,bimodal,NPC
GO:0000288,"ENSG00000171311,ENSG00000175324,ENSG00000151247,ENSG00000156976","EXOSC1,LSM1,EIF4E,EIF4A2",biological_process,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",8,4,65,2.31905214857,-2.97425267616,bimodal,NPC
GO:0030168,"ENSG00000186469,ENSG00000196262,ENSG00000131236,ENSG00000102265","GNG2,PPIA,CAP1,TIMP1",biological_process,platelet activation,8,4,218,2.31905214857,-2.97425267616,bimodal,NPC
GO:0001889,"ENSG00000070669,ENSG00000117054,ENSG00000151552","ASNS,ACADM,QDPR",biological_process,liver development,6,3,75,2.2056470737,-3.08765775103,bimodal,NPC
GO:0000381,"ENSG00000173933,ENSG00000248643,ENSG00000003756","RBM4,RBM14-RBM4,RBM5",biological_process,"regulation of alternative mRNA splicing, via spliceosome",6,3,24,2.2056470737,-3.08765775103,bimodal,NPC
GO:0000087,"ENSG00000182628,ENSG00000163539,ENSG00000117697","SKA2,CLASP2,NSL1",biological_process,M phase of mitotic cell cycle,6,3,98,2.2056470737,-3.08765775103,bimodal,NPC
GO:0043966,"ENSG00000111653,ENSG00000083168,ENSG00000151332","ING4,KAT6A,MBIP",biological_process,histone H3 acetylation,6,3,42,2.2056470737,-3.08765775103,bimodal,NPC
GO:0006144,"ENSG00000239900,ENSG00000138363,ENSG00000114956","ADSL,ATIC,DGUOK",biological_process,purine nucleobase metabolic process,6,3,37,2.2056470737,-3.08765775103,bimodal,NPC
GO:0000236,"ENSG00000182628,ENSG00000163539,ENSG00000117697","SKA2,CLASP2,NSL1",biological_process,mitotic prometaphase,6,3,88,2.2056470737,-3.08765775103,bimodal,NPC
GO:0070979,"ENSG00000104343,ENSG00000141552,ENSG00000094880","UBE2W,ANAPC11,CDC23",biological_process,protein K11-linked ubiquitination,6,3,26,2.2056470737,-3.08765775103,bimodal,NPC
GO:0006914,"ENSG00000144848,ENSG00000145782,ENSG00000102710","ATG3,ATG12,SUPT20H",biological_process,autophagy,6,3,67,2.2056470737,-3.08765775103,bimodal,NPC
GO:0042493,"ENSG00000147601,ENSG00000198431,ENSG00000170242,ENSG00000100883,ENSG00000087460,ENSG00000153037","TERF1,TXNRD1,USP47,SRP54,GNAS,SRP19",biological_process,response to drug,13,6,307,2.13473118706,-3.15857363766,bimodal,NPC
GO:0051439,"ENSG00000108294,ENSG00000131467,ENSG00000185627,ENSG00000141552,ENSG00000094880","PSMB3,PSME3,PSMD13,ANAPC11,CDC23",biological_process,regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,11,5,90,1.98502134807,-3.30828347666,bimodal,NPC
GO:0051437,"ENSG00000108294,ENSG00000131467,ENSG00000185627,ENSG00000141552,ENSG00000094880","PSMB3,PSME3,PSMD13,ANAPC11,CDC23",biological_process,positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,11,5,86,1.98502134807,-3.30828347666,bimodal,NPC
GO:0051436,"ENSG00000108294,ENSG00000131467,ENSG00000185627,ENSG00000141552,ENSG00000094880","PSMB3,PSME3,PSMD13,ANAPC11,CDC23",biological_process,negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,11,5,80,1.98502134807,-3.30828347666,bimodal,NPC
GO:0031145,"ENSG00000108294,ENSG00000131467,ENSG00000185627,ENSG00000141552,ENSG00000094880","PSMB3,PSME3,PSMD13,ANAPC11,CDC23",biological_process,anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process,11,5,95,1.98502134807,-3.30828347666,bimodal,NPC
GO:0006369,"ENSG00000205937,ENSG00000160201,ENSG00000133226,ENSG00000182004","RNPS1,U2AF1,SRRM1,SNRPE",biological_process,termination of RNA polymerase II transcription,9,4,48,1.82963228231,-3.46367254242,bimodal,NPC
GO:0030036,"ENSG00000204138,ENSG00000066427,ENSG00000133703,ENSG00000131236","PHACTR4,ATXN3,KRAS,CAP1",biological_process,actin cytoskeleton organization,9,4,164,1.82963228231,-3.46367254242,bimodal,NPC
GO:0006521,"ENSG00000108294,ENSG00000131467,ENSG00000155096,ENSG00000185627","PSMB3,PSME3,AZIN1,PSMD13",biological_process,regulation of cellular amino acid metabolic process,9,4,66,1.82963228231,-3.46367254242,bimodal,NPC
GO:0007409,"ENSG00000151914,ENSG00000164885,ENSG00000116957","DST,CDK5,TBCE",biological_process,axonogenesis,7,3,107,1.66649385919,-3.62681096553,bimodal,NPC
GO:0006950,"ENSG00000108848,ENSG00000071054,ENSG00000100532","LUC7L3,MAP4K4,CGRRF1",biological_process,response to stress,7,3,165,1.66649385919,-3.62681096553,bimodal,NPC
GO:0051297,"ENSG00000078674,ENSG00000140463,ENSG00000058272","PCM1,BBS4,PPP1R12A",biological_process,centrosome organization,7,3,24,1.66649385919,-3.62681096553,bimodal,NPC
GO:0021766,"ENSG00000164885,ENSG00000140463,ENSG00000164405","CDK5,BBS4,UQCRQ",biological_process,hippocampus development,7,3,42,1.66649385919,-3.62681096553,bimodal,NPC
GO:0006289,"ENSG00000151092,ENSG00000066427,ENSG00000117748","NGLY1,ATXN3,RPA2",biological_process,nucleotide-excision repair,7,3,84,1.66649385919,-3.62681096553,bimodal,NPC
GO:0006334,"ENSG00000083168,ENSG00000187109,ENSG00000127483","KAT6A,NAP1L1,HP1BP3",biological_process,nucleosome assembly,7,3,162,1.66649385919,-3.62681096553,bimodal,NPC
GO:0031124,"ENSG00000205937,ENSG00000160201,ENSG00000133226","RNPS1,U2AF1,SRRM1",biological_process,mRNA 3'-end processing,7,3,35,1.66649385919,-3.62681096553,bimodal,NPC
GO:0042981,"ENSG00000131467,ENSG00000185627,ENSG00000108294,ENSG00000164305,ENSG00000164885,ENSG00000157500","PSME3,PSMD13,PSMB3,CASP3,CDK5,APPL1",biological_process,regulation of apoptotic process,15,6,254,1.48025394993,-3.8130508748,bimodal,NPC
GO:0006338,"ENSG00000124177,ENSG00000102038,ENSG00000163939,ENSG00000099956,ENSG00000171634","CHD6,SMARCA1,PBRM1,SMARCB1,BPTF",biological_process,chromatin remodeling,13,5,64,1.3222861667,-3.97101865803,bimodal,NPC
GO:0002479,"ENSG00000108294,ENSG00000131467,ENSG00000185627","PSMB3,PSME3,PSMD13",biological_process,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",8,3,138,1.27493292735,-4.01837189738,bimodal,NPC
GO:0042590,"ENSG00000108294,ENSG00000131467,ENSG00000185627","PSMB3,PSME3,PSMD13",biological_process,antigen processing and presentation of exogenous peptide antigen via MHC class I,8,3,142,1.27493292735,-4.01837189738,bimodal,NPC
GO:0006364,"ENSG00000171311,ENSG00000147679,ENSG00000198000","EXOSC1,UTP23,NOL8",biological_process,rRNA processing,8,3,103,1.27493292735,-4.01837189738,bimodal,NPC
GO:0002474,"ENSG00000108294,ENSG00000131467,ENSG00000185627,ENSG00000138674","PSMB3,PSME3,PSMD13,SEC31A",biological_process,antigen processing and presentation of peptide antigen via MHC class I,11,4,164,1.15699734877,-4.13630747595,bimodal,NPC
GO:0006357,"ENSG00000196233,ENSG00000160199,ENSG00000141027,ENSG00000099956,ENSG00000115966,ENSG00000112983,ENSG00000154582,ENSG00000173575","LCOR,PKNOX1,NCOR1,SMARCB1,ATF2,BRD8,TCEB1,CHD2",biological_process,regulation of transcription from RNA polymerase II promoter,22,8,327,1.1126471801,-4.18065764463,bimodal,NPC
GO:0000209,"ENSG00000108294,ENSG00000131467,ENSG00000104517,ENSG00000086758,ENSG00000185627","PSMB3,PSME3,UBR5,HUWE1,PSMD13",biological_process,protein polyubiquitination,14,5,132,1.08001387245,-4.21329095227,bimodal,NPC
GO:0006977,"ENSG00000108294,ENSG00000131467,ENSG00000185627","PSMB3,PSME3,PSMD13",biological_process,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",9,3,82,0.981812596545,-4.31149222818,bimodal,NPC
GO:0034641,"ENSG00000131467,ENSG00000070669,ENSG00000185627,ENSG00000155096,ENSG00000108294,ENSG00000151552","PSME3,ASNS,PSMD13,AZIN1,PSMB3,QDPR",biological_process,cellular nitrogen compound metabolic process,18,6,214,0.850105465978,-4.44319935875,bimodal,NPC
GO:0006367,"ENSG00000108590,ENSG00000168214,ENSG00000141027,ENSG00000077809,ENSG00000197323","MED31,RBPJ,NCOR1,GTF2I,TRIM33",biological_process,transcription initiation from RNA polymerase II promoter,17,5,204,0.583168807292,-4.71013601743,bimodal,NPC
