,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value
GO:0006513,"ENSG00000100387,ENSG00000119048,ENSG00000104343,ENSG00000109332","RBX1,UBE2B,UBE2W,UBE2D3",biological_process,protein monoubiquitination,6,4,19,5.84080122331,0.00015956593577
GO:0017148,"ENSG00000073792,ENSG00000173933,ENSG00000114416,ENSG00000248643,ENSG00000204628,ENSG00000116001,ENSG00000136628","IGF2BP2,RBM4,FXR1,RBM14-RBM4,GNB2L1,TIA1,EPRS",biological_process,negative regulation of translation,13,7,35,5.83486175561,-0.00577990175864
GO:0006413,"ENSG00000147677,ENSG00000149100,ENSG00000182899,ENSG00000083845,ENSG00000110700,ENSG00000138326,ENSG00000124614,ENSG00000241343,ENSG00000162244,ENSG00000121022,ENSG00000231500,ENSG00000115268,ENSG00000100353,ENSG00000177954,ENSG00000221983,ENSG00000122026,ENSG00000265681,ENSG00000134419,ENSG00000145592,ENSG00000100129,ENSG00000137818,ENSG00000156976,ENSG00000070785,ENSG00000170889,ENSG00000089157,ENSG00000105372,ENSG00000145425,ENSG00000109475,ENSG00000151247,ENSG00000161016,ENSG00000122406,ENSG00000122033,ENSG00000104408","EIF3H,EIF3M,RPL35A,RPS5,RPS13,RPS24,RPS10,RPL36A,RPL29,COPS5,RPS18,RPS15,EIF3D,RPS27,UBA52,RPL21,RPL17,RPS15A,RPL37,EIF3L,RPLP1,EIF4A2,EIF2B3,RPS9,RPLP0,RPS19,RPS3A,RPL34,EIF4E,RPL8,RPL5,MTIF3,EIF3E",biological_process,translational initiation,96,33,155,5.80662268014,-0.0340189772343
GO:0000278,"ENSG00000108953,ENSG00000113558,ENSG00000134480,ENSG00000163636,ENSG00000167552,ENSG00000108294,ENSG00000204843,ENSG00000117697,ENSG00000077380,ENSG00000157020,ENSG00000007168,ENSG00000106588,ENSG00000256646,ENSG00000221983,ENSG00000177954,ENSG00000100804,ENSG00000129084,ENSG00000162521,ENSG00000127914,ENSG00000115947,ENSG00000078674,ENSG00000182628,ENSG00000175216,ENSG00000068796,ENSG00000140455,ENSG00000135336,ENSG00000089053,ENSG00000141552,ENSG00000197170,ENSG00000114126","YWHAE,SKP1,CCNH,PSMD6,TUBA1A,PSMB3,DCTN1,NSL1,DYNC1I2,SEC13,PAFAH1B1,PSMA2,PSMA2,UBA52,RPS27,PSMB5,PSMA1,RBBP4,AKAP9,ORC4,PCM1,SKA2,CKAP5,KIF2A,USP3,ORC3,ANAPC5,ANAPC11,PSMD12,TFDP2",biological_process,mitotic cell cycle,86,30,352,5.71269694709,-0.127944710287
GO:0045944,"ENSG00000198791,ENSG00000123562,ENSG00000121022,ENSG00000014824,ENSG00000134480,ENSG00000248643,ENSG00000108654,ENSG00000082258,ENSG00000196591,ENSG00000187735,ENSG00000157450,ENSG00000221983,ENSG00000054118,ENSG00000125651,ENSG00000115966,ENSG00000078403,ENSG00000140395,ENSG00000135541,ENSG00000188994,ENSG00000140307,ENSG00000082701,ENSG00000114126,ENSG00000168214,ENSG00000189403,ENSG00000058272","CNOT7,MORF4L2,COPS5,SLC30A9,CCNH,RBM14-RBM4,DDX5,CCNT2,HDAC2,TCEA1,RNF111,UBA52,THRAP3,GTF2F1,ATF2,MLLT10,WDR61,AHI1,ZNF292,GTF2A2,GSK3B,TFDP2,RBPJ,HMGB1,PPP1R12A",biological_process,positive regulation of transcription from RNA polymerase II promoter,69,25,771,5.67542883373,-0.165212823646
GO:0006369,"ENSG00000182004,ENSG00000115875,ENSG00000125835,ENSG00000116754,ENSG00000112081,ENSG00000143977,ENSG00000133226,ENSG00000176102","SNRPE,SRSF7,SNRPB,SRSF11,SRSF3,SNRPG,SRRM1,CSTF3",biological_process,termination of RNA polymerase II transcription,16,8,48,5.60053667642,-0.240104980957
GO:0035556,"ENSG00000108953,ENSG00000108946,ENSG00000169189,ENSG00000082701,ENSG00000143776,ENSG00000109046,ENSG00000100528,ENSG00000128656","YWHAE,PRKAR1A,NSMCE1,GSK3B,CDC42BPA,WSB1,CNIH1,CHN1",biological_process,intracellular signal transduction,16,8,320,5.60053667642,-0.240104980957
GO:0006417,"ENSG00000112531,ENSG00000102317,ENSG00000132300,ENSG00000151247,ENSG00000134644,ENSG00000070785,ENSG00000170889,ENSG00000205323","QKI,RBM3,PTCD3,EIF4E,PUM1,EIF2B3,RPS9,SARNP",biological_process,regulation of translation,16,8,74,5.60053667642,-0.240104980957
GO:0000087,"ENSG00000157020,ENSG00000007168,ENSG00000175216,ENSG00000135698,ENSG00000177954,ENSG00000182628,ENSG00000117697,ENSG00000068796","SEC13,PAFAH1B1,CKAP5,MPHOSPH6,RPS27,SKA2,NSL1,KIF2A",biological_process,M phase of mitotic cell cycle,16,8,98,5.60053667642,-0.240104980957
GO:0006468,"ENSG00000143776,ENSG00000113712,ENSG00000134480,ENSG00000139180,ENSG00000168002,ENSG00000069956,ENSG00000121989,ENSG00000100142,ENSG00000082701,ENSG00000096063,ENSG00000174891,ENSG00000180228,ENSG00000140443,ENSG00000149269,ENSG00000008128,ENSG00000101266,ENSG00000114956","CDC42BPA,CSNK1A1,CCNH,NDUFA9,POLR2G,MAPK6,ACVR2A,POLR2F,GSK3B,SRPK1,RSRC1,PRKRA,IGF1R,PAK1,CDK11A,CSNK2A1,DGUOK",biological_process,protein phosphorylation,43,17,648,5.56240383031,-0.278237827067
GO:0070979,"ENSG00000119048,ENSG00000104343,ENSG00000170035,ENSG00000089053,ENSG00000141552,ENSG00000109332","UBE2B,UBE2W,UBE2E3,ANAPC5,ANAPC11,UBE2D3",biological_process,protein K11-linked ubiquitination,11,6,26,5.47218793349,-0.368453723884
GO:0006917,"ENSG00000145425,ENSG00000164305,ENSG00000132824,ENSG00000133884,ENSG00000029363,ENSG00000161526,ENSG00000180228,ENSG00000116001,ENSG00000184047","RPS3A,CASP3,SERINC3,DPF2,BCLAF1,SAP30BP,PRKRA,TIA1,DIABLO",biological_process,induction of apoptosis,19,9,224,5.46923152746,-0.371410129914
GO:0030168,"ENSG00000164924,ENSG00000131236,ENSG00000067560,ENSG00000128595,ENSG00000196262,ENSG00000149925,ENSG00000143933,ENSG00000186469,ENSG00000198668","YWHAZ,CAP1,RHOA,CALU,PPIA,ALDOA,CALM2,GNG2,CALM1",biological_process,platelet activation,19,9,218,5.46923152746,-0.371410129914
GO:0016567,"ENSG00000100387,ENSG00000110429,ENSG00000136536,ENSG00000198961,ENSG00000092148,ENSG00000109046,ENSG00000169189,ENSG00000114125,ENSG00000113558,ENSG00000135108,ENSG00000169139,ENSG00000141552,ENSG00000119048,ENSG00000121067,ENSG00000109332","RBX1,FBXO3,MARCH7,PJA2,HECTD1,WSB1,NSMCE1,RNF7,SKP1,FBXO21,UBE2V2,ANAPC11,UBE2B,SPOP,UBE2D3",biological_process,protein ubiquitination,37,15,308,5.45499287333,-0.385648784047
GO:0016071,"ENSG00000164924,ENSG00000163636,ENSG00000182899,ENSG00000083845,ENSG00000110700,ENSG00000138326,ENSG00000124614,ENSG00000120699,ENSG00000108294,ENSG00000130332,ENSG00000241343,ENSG00000162244,ENSG00000171311,ENSG00000111596,ENSG00000231500,ENSG00000115268,ENSG00000177954,ENSG00000166913,ENSG00000106588,ENSG00000256646,ENSG00000221983,ENSG00000122026,ENSG00000265681,ENSG00000198791,ENSG00000130520,ENSG00000138668,ENSG00000134419,ENSG00000145592,ENSG00000080802,ENSG00000123737,ENSG00000100804,ENSG00000129084,ENSG00000156976,ENSG00000137818,ENSG00000170889,ENSG00000089157,ENSG00000105372,ENSG00000145425,ENSG00000109475,ENSG00000151247,ENSG00000161016,ENSG00000122406,ENSG00000197170","YWHAZ,PSMD6,RPL35A,RPS5,RPS13,RPS24,RPS10,EXOSC8,PSMB3,LSM7,RPL36A,RPL29,EXOSC1,CNOT2,RPS18,RPS15,RPS27,YWHAB,PSMA2,PSMA2,UBA52,RPL21,RPL17,CNOT7,LSM4,HNRNPD,RPS15A,RPL37,CNOT4,EXOSC9,PSMB5,PSMA1,EIF4A2,RPLP1,RPS9,RPLP0,RPS19,RPS3A,RPL34,EIF4E,RPL8,RPL5,PSMD12",biological_process,mRNA metabolic process,134,43,282,5.43820450799,-0.402437149385
GO:0000086,"ENSG00000108953,ENSG00000175216,ENSG00000134480,ENSG00000007168,ENSG00000078674,ENSG00000167552,ENSG00000128989,ENSG00000204843,ENSG00000089053,ENSG00000127914,ENSG00000077380","YWHAE,CKAP5,CCNH,PAFAH1B1,PCM1,TUBA1A,ARPP19,DCTN1,ANAPC5,AKAP9,DYNC1I2",biological_process,G2/M transition of mitotic cell cycle,25,11,126,5.36901256521,-0.471629092165
GO:0043065,"ENSG00000114023,ENSG00000179222,ENSG00000124802,ENSG00000111653,ENSG00000184047,ENSG00000029363,ENSG00000204628,ENSG00000134982,ENSG00000150093,ENSG00000068745,ENSG00000189403","FAM162A,MAGED1,EEF1E1,ING4,DIABLO,BCLAF1,GNB2L1,APC,ITGB1,IP6K2,HMGB1",biological_process,positive regulation of apoptotic process,25,11,235,5.36901256521,-0.471629092165
GO:0019221,"ENSG00000033800,ENSG00000136243,ENSG00000102900,ENSG00000133703,ENSG00000151247,ENSG00000221983,ENSG00000075151,ENSG00000156976,ENSG00000197372,ENSG00000065548,ENSG00000116030,ENSG00000068745","PIAS1,NUPL2,NUP93,KRAS,EIF4E,UBA52,EIF4G3,EIF4A2,ZNF675,ZC3H15,SUMO1,IP6K2",biological_process,cytokine-mediated signaling pathway,28,12,311,5.36595059091,-0.474691066468
GO:0016477,"ENSG00000196504,ENSG00000007168,ENSG00000082701,ENSG00000143776,ENSG00000134982,ENSG00000119185,ENSG00000150093","PRPF40A,PAFAH1B1,GSK3B,CDC42BPA,APC,ITGB1BP1,ITGB1",biological_process,cell migration,14,7,140,5.20791266595,-0.632728991421
GO:0000236,"ENSG00000157020,ENSG00000007168,ENSG00000175216,ENSG00000177954,ENSG00000182628,ENSG00000117697,ENSG00000068796","SEC13,PAFAH1B1,CKAP5,RPS27,SKA2,NSL1,KIF2A",biological_process,mitotic prometaphase,14,7,88,5.20791266595,-0.632728991421
GO:0007186,"ENSG00000120805,ENSG00000143933,ENSG00000152700,ENSG00000186469,ENSG00000198668,ENSG00000079332,ENSG00000162604","ARL1,CALM2,SAR1B,GNG2,CALM1,SAR1A,TM2D1",biological_process,G-protein coupled receptor signaling pathway,14,7,1079,5.20791266595,-0.632728991421
GO:0005975,"ENSG00000198791,ENSG00000067829,ENSG00000102893,ENSG00000134333,ENSG00000102393,ENSG00000198668,ENSG00000102900,ENSG00000163931,ENSG00000149925,ENSG00000143933,ENSG00000130383,ENSG00000101901,ENSG00000172331,ENSG00000067225,ENSG00000136243","CNOT7,IDH3G,PHKB,LDHA,GLA,CALM1,NUP93,TKT,ALDOA,CALM2,FUT5,ALG13,BPGM,PKM,NUPL2",biological_process,carbohydrate metabolic process,38,15,415,5.14071866878,-0.699922988596
GO:0000245,"ENSG00000139218,ENSG00000125743,ENSG00000143977,ENSG00000172062,ENSG00000182004","SCAF11,SNRPD2,SNRPG,SMN1,SNRPE",biological_process,spliceosomal complex assembly,9,5,27,5.12151365051,-0.719128006862
GO:0006890,"ENSG00000095139,ENSG00000184432,ENSG00000092108,ENSG00000170348,ENSG00000105669","ARCN1,COPB2,SCFD1,TMED10,COPE",biological_process,"retrograde vesicle-mediated transport, Golgi to ER",9,5,29,5.12151365051,-0.719128006862
GO:0051289,"ENSG00000145439,ENSG00000149925,ENSG00000087470,ENSG00000178035,ENSG00000156256","CBR4,ALDOA,DNM1L,IMPDH2,USP16",biological_process,protein homotetramerization,9,5,49,5.12151365051,-0.719128006862
GO:0051291,"ENSG00000166913,ENSG00000140443,ENSG00000138758,ENSG00000122545,ENSG00000173660","YWHAB,IGF1R,SEPT11,SEPT7,UQCRH",biological_process,protein heterooligomerization,9,5,51,5.12151365051,-0.719128006862
GO:0007163,"ENSG00000070831,ENSG00000138071,ENSG00000131236,ENSG00000082701,ENSG00000127603","CDC42,ACTR2,CAP1,GSK3B,MACF1",biological_process,establishment or maintenance of cell polarity,9,5,24,5.12151365051,-0.719128006862
GO:0000122,"ENSG00000108654,ENSG00000141027,ENSG00000141002,ENSG00000139372,ENSG00000196591,ENSG00000197372,ENSG00000113649,ENSG00000120798,ENSG00000221983,ENSG00000140382,ENSG00000168214,ENSG00000167085,ENSG00000168734,ENSG00000101040,ENSG00000130816,ENSG00000033800,ENSG00000189403,ENSG00000109332","DDX5,NCOR1,TCF25,TDG,HDAC2,ZNF675,TCERG1,NR2C1,UBA52,HMG20A,RBPJ,PHB,PKIG,ZMYND8,DNMT1,PIAS1,HMGB1,UBE2D3",biological_process,negative regulation of transcription from RNA polymerase II promoter,48,18,571,5.07218821388,-0.76845344349
GO:0006406,"ENSG00000151247,ENSG00000115875,ENSG00000123136,ENSG00000116754,ENSG00000125676,ENSG00000112081,ENSG00000133226,ENSG00000157349","EIF4E,SRSF7,DDX39A,SRSF11,THOC2,SRSF3,SRRM1,DDX19B",biological_process,mRNA export from nucleus,17,8,72,5.06935732789,-0.771284329482
GO:0016032,"ENSG00000100387,ENSG00000113558,ENSG00000092201,ENSG00000163636,ENSG00000182899,ENSG00000083845,ENSG00000110700,ENSG00000138326,ENSG00000124614,ENSG00000161016,ENSG00000108294,ENSG00000241343,ENSG00000162244,ENSG00000082258,ENSG00000079246,ENSG00000231500,ENSG00000115268,ENSG00000134480,ENSG00000177954,ENSG00000102900,ENSG00000256646,ENSG00000100142,ENSG00000221983,ENSG00000188342,ENSG00000122026,ENSG00000265681,ENSG00000074319,ENSG00000134419,ENSG00000136243,ENSG00000145592,ENSG00000100804,ENSG00000125651,ENSG00000129084,ENSG00000137818,ENSG00000170889,ENSG00000089157,ENSG00000105372,ENSG00000106588,ENSG00000145425,ENSG00000109475,ENSG00000168002,ENSG00000187735,ENSG00000196262,ENSG00000140307,ENSG00000137947,ENSG00000122406,ENSG00000099901,ENSG00000154582,ENSG00000197170","RBX1,SKP1,SUPT16H,PSMD6,RPL35A,RPS5,RPS13,RPS24,RPS10,RPL8,PSMB3,RPL36A,RPL29,CCNT2,XRCC5,RPS18,RPS15,CCNH,RPS27,NUP93,PSMA2,POLR2F,UBA52,GTF2F2,RPL21,RPL17,TSG101,RPS15A,NUPL2,RPL37,PSMB5,GTF2F1,PSMA1,RPLP1,RPS9,RPLP0,RPS19,PSMA2,RPS3A,RPL34,POLR2G,TCEA1,PPIA,GTF2A2,GTF2B,RPL5,RANBP1,TCEB1,PSMD12",biological_process,viral reproduction,159,49,392,5.03684880023,-0.803792857141
GO:0016044,"ENSG00000095139,ENSG00000184432,ENSG00000122705,ENSG00000138674,ENSG00000157020,ENSG00000141367,ENSG00000105669,ENSG00000074319,ENSG00000152700,ENSG00000134644,ENSG00000221983,ENSG00000136738","ARCN1,COPB2,CLTA,SEC31A,SEC13,CLTC,COPE,TSG101,SAR1B,PUM1,UBA52,STAM",biological_process,cellular membrane organization,29,12,100,5.00027223986,-0.840369417517
GO:0006974,"ENSG00000158019,ENSG00000076242,ENSG00000134982,ENSG00000104517,ENSG00000156256,ENSG00000090061,ENSG00000164305,ENSG00000119048,ENSG00000070501,ENSG00000148153","BRE,MLH1,APC,UBR5,USP16,CCNK,CASP3,UBE2B,POLB,INIP",biological_process,response to DNA damage stimulus,23,10,184,4.97490510346,-0.865736553911
GO:0007049,"ENSG00000132780,ENSG00000196504,ENSG00000122545,ENSG00000159140,ENSG00000069956,ENSG00000152359,ENSG00000138758,ENSG00000135164,ENSG00000156256,ENSG00000204628,ENSG00000166946,ENSG00000101266,ENSG00000082258,ENSG00000159593,ENSG00000157500,ENSG00000168385","NASP,PRPF40A,SEPT7,SON,MAPK6,POC5,SEPT11,DMTF1,USP16,GNB2L1,CCNDBP1,CSNK2A1,CCNT2,NAE1,APPL1,SEPT2",biological_process,cell cycle,42,16,270,4.91692667063,-0.923714986748
GO:0055085,"ENSG00000103415,ENSG00000100554,ENSG00000111371,ENSG00000108946,ENSG00000159720,ENSG00000102900,ENSG00000165637,ENSG00000144136,ENSG00000196950,ENSG00000008952,ENSG00000078668,ENSG00000151914,ENSG00000136243,ENSG00000121073,ENSG00000014824","HMOX2,ATP6V1D,SLC38A1,PRKAR1A,ATP6V0D1,NUP93,VDAC2,SLC20A1,SLC39A10,SEC62,VDAC3,DST,NUPL2,SLC35B1,SLC30A9",biological_process,transmembrane transport,39,15,723,4.84448647905,-0.996155178323
GO:0006511,"ENSG00000066427,ENSG00000113558,ENSG00000104517,ENSG00000103194,ENSG00000256646,ENSG00000119048,ENSG00000156256,ENSG00000154582,ENSG00000129559,ENSG00000135108,ENSG00000089053,ENSG00000140455,ENSG00000129084,ENSG00000118939,ENSG00000138592,ENSG00000256206,ENSG00000106588,ENSG00000109332","ATXN3,SKP1,UBR5,USP10,PSMA2,UBE2B,USP16,TCEB1,NEDD8,FBXO21,ANAPC5,USP3,PSMA1,UCHL3,USP8,PSMA1,PSMA2,UBE2D3",biological_process,ubiquitin-dependent protein catabolic process,49,18,196,4.81558609989,-1.02505555748
GO:0002576,"ENSG00000131236,ENSG00000128595,ENSG00000196262,ENSG00000149925,ENSG00000143933,ENSG00000198668","CAP1,CALU,PPIA,ALDOA,CALM2,CALM1",biological_process,platelet degranulation,12,6,82,4.81334837126,-1.02729328611
GO:0016055,"ENSG00000113712,ENSG00000082701,ENSG00000140395,ENSG00000134982,ENSG00000101266,ENSG00000127603","CSNK1A1,GSK3B,WDR61,APC,CSNK2A1,MACF1",biological_process,Wnt receptor signaling pathway,12,6,171,4.81334837126,-1.02729328611
GO:0051262,"ENSG00000140443,ENSG00000087053,ENSG00000198431,ENSG00000008311","IGF1R,MTMR2,TXNRD1,AASS",biological_process,protein tetramerization,7,4,30,4.79560115928,-1.0450404981
GO:0007160,"ENSG00000150093,ENSG00000127990,ENSG00000119185,ENSG00000067560","ITGB1,SGCE,ITGB1BP1,RHOA",biological_process,cell-matrix adhesion,7,4,85,4.79560115928,-1.0450404981
GO:0009725,"ENSG00000075239,ENSG00000138293,ENSG00000128739,ENSG00000248643","ACAT1,NCOA4,SNRPN,RBM14-RBM4",biological_process,response to hormone stimulus,7,4,61,4.79560115928,-1.0450404981
GO:0006665,"ENSG00000101558,ENSG00000102393,ENSG00000173409,ENSG00000143753","VAPA,GLA,ARV1,DEGS1",biological_process,sphingolipid metabolic process,7,4,90,4.79560115928,-1.0450404981
GO:0016358,"ENSG00000131711,ENSG00000149269,ENSG00000140463,ENSG00000196591","MAP1B,PAK1,BBS4,HDAC2",biological_process,dendrite development,7,4,43,4.79560115928,-1.0450404981
GO:0006754,"ENSG00000165629,ENSG00000241837,ENSG00000149925,ENSG00000152234","ATP5C1,ATP5O,ALDOA,ATP5A1",biological_process,ATP biosynthetic process,7,4,38,4.79560115928,-1.0450404981
GO:0006368,"ENSG00000134480,ENSG00000092201,ENSG00000187735,ENSG00000168002,ENSG00000125651,ENSG00000140307,ENSG00000188342,ENSG00000137947,ENSG00000100142,ENSG00000082258,ENSG00000154582","CCNH,SUPT16H,TCEA1,POLR2G,GTF2F1,GTF2A2,GTF2F2,GTF2B,POLR2F,CCNT2,TCEB1",biological_process,transcription elongation from RNA polymerase II promoter,27,11,78,4.61698291767,-1.2236587397
GO:0000226,"ENSG00000143776,ENSG00000159140,ENSG00000007168,ENSG00000167552,ENSG00000135720,ENSG00000140463,ENSG00000151914,ENSG00000066427","CDC42BPA,SON,PAFAH1B1,TUBA1A,DYNC1LI2,BBS4,DST,ATXN3",biological_process,microtubule cytoskeleton organization,18,8,76,4.59797015885,-1.24267149852
GO:0016568,"ENSG00000158019,ENSG00000123562,ENSG00000141027,ENSG00000140382,ENSG00000105393,ENSG00000130816,ENSG00000204256,ENSG00000124795,ENSG00000163104","BRE,MORF4L2,NCOR1,HMG20A,BABAM1,DNMT1,BRD2,DEK,SMARCAD1",biological_process,chromatin modification,21,9,124,4.57776397703,-1.26287768034
GO:0043547,"ENSG00000204628,ENSG00000074696,ENSG00000138698","GNB2L1,PTPLAD1,RAP1GDS1",biological_process,positive regulation of GTPase activity,5,3,61,4.52876646478,-1.31187519259
GO:0043525,"ENSG00000070831,ENSG00000067560,ENSG00000164305","CDC42,RHOA,CASP3",biological_process,positive regulation of neuron apoptotic process,5,3,49,4.52876646478,-1.31187519259
GO:0030509,"ENSG00000039319,ENSG00000121989,ENSG00000109332","ZFYVE16,ACVR2A,UBE2D3",biological_process,BMP signaling pathway,5,3,65,4.52876646478,-1.31187519259
GO:0045739,"ENSG00000105393,ENSG00000158019,ENSG00000169139","BABAM1,BRE,UBE2V2",biological_process,positive regulation of DNA repair,5,3,24,4.52876646478,-1.31187519259
GO:0033138,"ENSG00000070831,ENSG00000149269,ENSG00000082701","CDC42,PAK1,GSK3B",biological_process,positive regulation of peptidyl-serine phosphorylation,5,3,58,4.52876646478,-1.31187519259
GO:0070534,"ENSG00000244687,ENSG00000119048,ENSG00000170035","UBE2V1,UBE2B,UBE2E3",biological_process,protein K63-linked ubiquitination,5,3,31,4.52876646478,-1.31187519259
GO:0008344,"ENSG00000007168,ENSG00000131238,ENSG00000204120","PAFAH1B1,PPT1,GIGYF2",biological_process,adult locomotory behavior,5,3,47,4.52876646478,-1.31187519259
GO:0016485,"ENSG00000164305,ENSG00000078304,ENSG00000196236","CASP3,PPP2R5C,XPNPEP3",biological_process,protein processing,5,3,42,4.52876646478,-1.31187519259
GO:0048015,"ENSG00000140443,ENSG00000082701,ENSG00000067560","IGF1R,GSK3B,RHOA",biological_process,phosphatidylinositol-mediated signaling,5,3,91,4.52876646478,-1.31187519259
GO:0045665,"ENSG00000150093,ENSG00000140382,ENSG00000067560","ITGB1,HMG20A,RHOA",biological_process,negative regulation of neuron differentiation,5,3,51,4.52876646478,-1.31187519259
GO:0010977,"ENSG00000007168,ENSG00000114956,ENSG00000196591","PAFAH1B1,DGUOK,HDAC2",biological_process,negative regulation of neuron projection development,5,3,26,4.52876646478,-1.31187519259
GO:0010468,"ENSG00000152795,ENSG00000181555,ENSG00000130816","HNRNPDL,SETD2,DNMT1",biological_process,regulation of gene expression,5,3,118,4.52876646478,-1.31187519259
GO:0090200,"ENSG00000168958,ENSG00000087470,ENSG00000114023","MFF,DNM1L,FAM162A",biological_process,positive regulation of release of cytochrome c from mitochondria,5,3,22,4.52876646478,-1.31187519259
GO:0006261,"ENSG00000070501,ENSG00000108064,ENSG00000129197","POLB,TFAM,RPAIN",biological_process,DNA-dependent DNA replication,5,3,22,4.52876646478,-1.31187519259
GO:0000281,"ENSG00000134982,ENSG00000138592,ENSG00000133026","APC,USP8,MYH10",biological_process,cytokinesis after mitosis,5,3,14,4.52876646478,-1.31187519259
GO:0007224,"ENSG00000147383,ENSG00000100578,ENSG00000168385","NSDHL,KIAA0586,SEPT2",biological_process,smoothened signaling pathway,5,3,53,4.52876646478,-1.31187519259
GO:0007519,"ENSG00000092841,ENSG00000196465,ENSG00000067560","MYL6,MYL6B,RHOA",biological_process,skeletal muscle tissue development,5,3,55,4.52876646478,-1.31187519259
GO:0006415,"ENSG00000182899,ENSG00000083845,ENSG00000110700,ENSG00000138326,ENSG00000124614,ENSG00000241343,ENSG00000162244,ENSG00000231500,ENSG00000115268,ENSG00000122026,ENSG00000221983,ENSG00000177954,ENSG00000265681,ENSG00000134419,ENSG00000145592,ENSG00000137818,ENSG00000170889,ENSG00000089157,ENSG00000105372,ENSG00000145425,ENSG00000109475,ENSG00000161016,ENSG00000130921,ENSG00000122406","RPL35A,RPS5,RPS13,RPS24,RPS10,RPL36A,RPL29,RPS18,RPS15,RPL21,UBA52,RPS27,RPL17,RPS15A,RPL37,RPLP1,RPS9,RPLP0,RPS19,RPS3A,RPL34,RPL8,C12orf65,RPL5",biological_process,translational termination,71,24,106,4.52078039087,-1.31986126651
GO:0006457,"ENSG00000126698,ENSG00000168259,ENSG00000166598,ENSG00000101132,ENSG00000135624,ENSG00000086061,ENSG00000196262,ENSG00000120438,ENSG00000167552,ENSG00000240344,ENSG00000123349,ENSG00000127022,ENSG00000156261,ENSG00000138398,ENSG00000100442,ENSG00000163468,ENSG00000170946,ENSG00000171530,ENSG00000075624","DNAJC8,DNAJC7,HSP90B1,PFDN4,CCT7,DNAJA1,PPIA,TCP1,TUBA1A,PPIL3,PFDN5,CANX,CCT8,PPIG,FKBP3,CCT3,DNAJC24,TBCA,ACTB",biological_process,protein folding,54,19,210,4.43506535057,-1.40557630681
GO:0006888,"ENSG00000138674,ENSG00000152700,ENSG00000170348,ENSG00000079332,ENSG00000157020","SEC31A,SAR1B,TMED10,SAR1A,SEC13",biological_process,ER to Golgi vesicle-mediated transport,10,5,48,4.41719886262,-1.42344279476
GO:0006987,"ENSG00000204843,ENSG00000124783,ENSG00000138674,ENSG00000159720,ENSG00000166598","DCTN1,SSR1,SEC31A,ATP6V0D1,HSP90B1",biological_process,activation of signaling protein activity involved in unfolded protein response,10,5,68,4.41719886262,-1.42344279476
GO:0042059,"ENSG00000141367,ENSG00000070831,ENSG00000122705,ENSG00000136738,ENSG00000221983","CLTC,CDC42,CLTA,STAM,UBA52",biological_process,negative regulation of epidermal growth factor receptor signaling pathway,10,5,35,4.41719886262,-1.42344279476
GO:0000375,"ENSG00000139218,ENSG00000115524,ENSG00000060688,ENSG00000133226,ENSG00000164609","SCAF11,SF3B1,SNRNP40,SRRM1,SLU7",biological_process,"RNA splicing, via transesterification reactions",10,5,28,4.41719886262,-1.42344279476
GO:0008283,"ENSG00000132780,ENSG00000133027,ENSG00000133026,ENSG00000104517,ENSG00000217555,ENSG00000198431,ENSG00000185787,ENSG00000177954,ENSG00000135821,ENSG00000169139,ENSG00000100568,ENSG00000166503,ENSG00000186469,ENSG00000138592,ENSG00000157500,ENSG00000079246","NASP,PEMT,MYH10,UBR5,CKLF,TXNRD1,MORF4L1,RPS27,GLUL,UBE2V2,VTI1B,HDGFRP3,GNG2,USP8,APPL1,XRCC5",biological_process,cell proliferation,44,16,373,4.38972898902,-1.45091266836
GO:0001666,"ENSG00000103415,ENSG00000119048,ENSG00000092108,ENSG00000067560,ENSG00000166598,ENSG00000149269","HMOX2,UBE2B,SCFD1,RHOA,HSP90B1,PAK1",biological_process,response to hypoxia,13,6,173,4.25567231472,-1.58496934266
GO:0001525,"ENSG00000182718,ENSG00000168214,ENSG00000114209,ENSG00000181555,ENSG00000130066,ENSG00000140105","ANXA2,RBPJ,PDCD10,SETD2,SAT1,WARS",biological_process,angiogenesis,13,6,210,4.25567231472,-1.58496934266
GO:0000387,"ENSG00000125835,ENSG00000182004,ENSG00000172062,ENSG00000125743,ENSG00000124562,ENSG00000143977","SNRPB,SNRPE,SMN1,SNRPD2,SNRPC,SNRPG",biological_process,spliceosomal snRNP assembly,13,6,28,4.25567231472,-1.58496934266
GO:0015986,"ENSG00000165629,ENSG00000152234,ENSG00000135390,ENSG00000154723,ENSG00000241837,ENSG00000167283","ATP5C1,ATP5A1,ATP5G2,ATP5J,ATP5O,ATP5L",biological_process,ATP synthesis coupled proton transport,13,6,21,4.25567231472,-1.58496934266
GO:0051260,"ENSG00000168958,ENSG00000008294,ENSG00000075239,ENSG00000067715,ENSG00000135821,ENSG00000163104","MFF,SPAG9,ACAT1,SYT1,GLUL,SMARCAD1",biological_process,protein homooligomerization,13,6,161,4.25567231472,-1.58496934266
GO:0006470,"ENSG00000081721,ENSG00000087053,ENSG00000119414,ENSG00000058272,ENSG00000054148,ENSG00000184007","DUSP12,MTMR2,PPP6C,PPP1R12A,PHPT1,PTP4A2",biological_process,protein dephosphorylation,13,6,149,4.25567231472,-1.58496934266
